content,score,at
apk nya gak jelas,1,2024-10-22 22:28:43
"Barusan download,karena katanya ada voucher gratis 200.000,eh taunya Voucher gak bisa di pake🥵 Ya uninstal aja lagi",1,2024-10-22 21:24:14
Aplikasi ribet sekali mau pesan koh di persulit,1,2024-10-22 19:35:51
"(Ulasan saya edit) -- Tgl 22 Okt 24, pesan maxim car dri psr harjodaksino jam 17.57 sampai 18.21. Alokasi waktu penjemputan 1 menit, Driver tidak datang, dilihat dari maps, titik driver muter muter semakin jauh dari titik jemput. Di kirim pesan tidak jawab. Saya yang cancel 🫠 Tolong untuk Maxim, sop untuk driver car bagaimana? Untuk komunikasi juga",1,2024-10-22 19:29:54
"Kenapa driver di aplikasi ini belagu,ditolak terus dan yg nga hbs pikir ya berbohong pura2 makan lah dan pura2 ban bocor.tolong driver2 seperti itu jangan di terima.",1,2024-10-22 19:28:55
"Gk jelas, saldo non tunai di potong, tpi kita harus bayar tunai lgi,,,aph lh coba bgtuh",1,2024-10-22 18:55:52
"lumayan,tapi dikembangkan lagi,kita klau nyari lokasi susah banget ga kayak di apk lain mudah.",1,2024-10-22 18:55:34
map-nya ga sesuai,1,2024-10-22 17:11:04
Knpa route maxim skrg di putar putar bgtu?? Biar jaraknya makin jauh apa gimana ini???? Yg bnr donk klo bkin apk,1,2024-10-22 17:02:13
"aku pesen maxim bayar lewat saldo tibatiba dibatalin sama apk nya, saldo nya ga balik lagi padahal itu dibatalin sepihak dari apk nya",1,2024-10-22 16:24:25
jlekkk,1,2024-10-22 16:12:36
Tolong dong buat drivernya untuk siapin uang kembalian pada saat bayar jangan kita juga yg nukerin uang dia yg diem aja,1,2024-10-22 15:57:30
Aneh udah dimasukin alamat lengkap beserta nomor rumah nya masih tidak ditemukan,2,2024-10-22 15:07:44
Aplikasi driver paling nggak jelas... top up saldo nggak masuk.. chat ke CS nggak d respon.... bagusnya d nonaktifkan aj ini aplikasi,1,2024-10-22 14:59:49
APLIKASI SANGAT TIDAK BAGUS!!!! AUTO UNINSTAL APLIKASI INI SIHH,1,2024-10-22 14:28:55
"Kembangin lagi deh nih apk. Gua mau pakai sebelah dulu, di sini nyari alamat aja ngak nemu-nemu",1,2024-10-22 14:18:06
Ngerugiin banget....masa setiap bayar pake kaspro driver nya bilang kaspro nya gak masuk padahal udh kepotong di kaspro saya...mana ngotot minta tunai lagi ...jdi bayar double,1,2024-10-22 13:45:28
Maxim murah si tp lama bgt dtg nya harus kita cht dlu baru jln,1,2024-10-22 13:10:49
baik,1,2024-10-22 12:34:16
"TIDAK BISA DAFTAR NO HP, GILIRAN INPUT KODE DARI MESSAGE,APLIKASI ERROR.",1,2024-10-22 11:48:40
Isi saldo jarang masuk,1,2024-10-22 11:03:49
"tolong bangetttt yahhh, apk nih kalau nyari driver susah bangett gilakkkk hampir satu jam cuma nyari pengemudi ampun dah",1,2024-10-22 10:37:22
map nya tolong diperbaiki,1,2024-10-22 10:26:19
"Setiap kali Topup Kaspro buruh waktu lebih dari 1 jam agar dana bisa masuk ke akun Kaspro Mohon lebih lagi ditingkatkan cara kerja, jangan kalah sama Aplikasi Online sebelah yang hanya butuh detik agak akun terisi",1,2024-10-22 09:55:23
Pengoder delivery tidak bisa menilai seseorang driver yang sedang membutuhkan uang untuk membetulkan kendaraan bagi anda cs maxim jangan memendang dari segi sepedamotor tetapi pandang orang yang bener bener niat mencati nafkan buat keluarga Walopun driver tersebut sedang ada kendala rusaknya sepedamotor dan dia rela naik sepeda demi mengantar delivery yang argo mulai 3.000 -5.000 dan hingga 21.000 Kenapa driver tersebut mau mengantar di karnakan dia butuh camkan itu para CS,1,2024-10-22 08:24:10
"Setelah update kirain diperbaiki tapi ternyata tidak. Ga tau kenapa ini maps di maxim suka mengarahkan jalan yang salah terus kpd driver, jalan yang ditunjukkan adalah jalan yang tidak bisa dilewati motor karena ada tangganya. Jdnya driver nyasar dan marah2 ke Saya karena dikiranya Saya main2. Tolong perbaiki lagi. Karena selama ini enak pakai maxim karena tarifnya hemat untuk anak sekolah.",2,2024-10-22 07:56:07
"Sudah 5 hari minta kode OTP untuk log in gak dikasih2, gimana mau order layanan sedangkan log in ke akun saja tidak bisa",1,2024-10-22 07:50:37
"Aplikasi sampah,ga ada kemajuan sama sekali,kerjaanya cuman ngepush penjualan jaket helm doang!!!",1,2024-10-22 05:02:31
"Kenapa maxim di manokwari barat klo pagi2 padahal bnyk yg online tp mrk tdk mau narik pel1nggan,lmeski sdh di naikan harga,,mohon biar lebih bs di percaya lg ,biar bnyk konsumen yg membutuhkan jasa maxim bs kebih bnyk lg ,sebagai masukan untuk pra driver nya,jgn sampe kita batal kan kadang kln lmarah tp di saat kita butuh kln tdk oernah peduli,meskipun di batal kan saya tetap byr via tranper koq, jd klo bs saling peduli dan saling lah",2,2024-10-22 03:30:54
"Apk bego,padahal udah ngasih bonus Ampe ber lipat lipat ttp aj gak ada yg mau konfirmasi driver,nih apk bego,selalu gak berguna untuk hal² yg mendesak tentang pekerjaan tiba² udah nunggu ber jam² ttp gak ada yg mau konfirmasi pdhl saya 2 kali lipatkan dari harga awalnya ttp aja zonk,jgn di install nih apk taii",1,2024-10-22 02:31:58
Bukan soal nominal tolong driver yang antar pesanan di sediakan kembalian apk sama pelaksana sama aja penipu,1,2024-10-21 23:51:56
drivernya cabul semua! kacau kadang ada beberapa oknum ga pake atribut plat sama motor ga sesuai,1,2024-10-21 23:08:35
Menentukan titik lokasi susahnya minta ampun.,1,2024-10-21 21:58:55
Saya tidak suka untuk aplikasi sepihak ini.. Saya cs juga driver .. Sebagai driver saya merasa dirugikan karna pengaduan saya tidak ditindak lanjuti,1,2024-10-21 20:37:47
"Parah nih aplikasi jelek bangat,, hanya perkara ID di blokir maxim driver malah maxim penumpang jga ngk bisa login. Pantas ajh jelek bangat ratingnya,😅",1,2024-10-21 20:31:21
"kebiasaan driver maxim tidak pernah menyalakan AC mobil, pdhl tarif kami bayar mahal.klo begini mayoritas driver maxim terkhusus mobil,mending yg mahal beda 3rb fasilitas full Ac. aneh aja hampir mayoritas driver maxim matikan AC👎👎👎👎👎",1,2024-10-21 20:18:43
"Di cancel terus, banyak alasan ini itu mending pake gojek",1,2024-10-21 19:51:41
Aplikasi bangsat,1,2024-10-21 18:16:18
"pas selesai ngisi kaspro itu saldo nya suka lama banget muncul nya, tolong dong di perbaiki lagi.",1,2024-10-21 16:11:21
Kecewa banget,1,2024-10-21 14:49:10
"Mau bayar pake e-payment aja susah, apa lg klo pakai promo sama ja pembayarannya dgn tdk pakai promo, draivernya selalu alasan promonya tdk terpakai",1,2024-10-21 14:36:04
"aplikasi kadang error, mau cancel order ga bisa, drivernya juga sering nolak nolak orderan, sedih bgt padahal awal2 bagusss😭",2,2024-10-21 13:59:26
"Driver nya rata-rata pada sombong gak mau terima order kalau ongkos standar, sekalian aja jadi driver gojek atau grab biar dapat lebih banyak. Driver lampung pada kasar kalau chat, bikin illfeel dan akan hapus aplikasi",1,2024-10-21 12:47:57
entah knp saya merasa kecewa makai Maxim ini,1,2024-10-21 11:43:42
"download maxim buat hemat malah kena tipu sama cs maxim nya mana banyak banget. Maxim tolong dong kok aplikasi nya gini saya di tipu 4,9 juta. Semoga keamanan lebih terjaga ya Maxim",1,2024-10-21 11:40:05
Aplikasi nya tidak jelas. Pesanan saya sudah selesai lalu tanpa pemberitahuan main pesan lagi. Jadi saya harus batalkan dan drivernya jadi marah-marah,1,2024-10-21 10:31:50
"Susah verifikasi nomor ,heran banget udh 3 no daftar ngga ada yg masuk kode verifikasi nya, udh coba pake telfon baru bntar blum juga di bilang kode nya langsung di matiin dri sana, gimana sih, udh 3 kali coba install ulang sama aja",1,2024-10-21 09:19:09
"Isi saldo tidak bisa masuk!! Padahal sudah terkirim transferannya, bukti tf jg ada, chat CS & email lamaaa ditanggapi, dan masih blm selesai.. ntah kemana masuknya.. Jangan top up wallet deh, kalau mau pake ini aplikasi mending bayar cash!! Untuk maxim bike sering dapet motor butut, ya butut boleh asal nyaman, tp seringnya gak nyaman sekali untuk penumpang, tolong diperhatikan!!",1,2024-10-21 09:05:12
"aplikasi scam, 200ribu palalu, gua nombok banyak bngst",1,2024-10-21 09:01:01
Aplikasi gak jelas banget asli dah,1,2024-10-21 09:00:42
Kaspronya lama konek nya habis di isi jadi males padahal lagi butuh🗿👎👎,2,2024-10-21 05:57:39
"Ini aplikasi luar biasaa. Saya pesan makanan, mau 30 menit gak ada driver. Mau batalin gak bisa, mau ubah pesanan malah dibuat pesànan baru dan yg lama gak dibatalin. Jadi ini ada 3 order. Aplikasi kok gini siy",1,2024-10-21 01:00:41
apus aja dari playstoe,1,2024-10-20 22:54:54
Tolong dong saya baru juga jdi driver udh ketipu aja nih sama pemesannya tolong tindak yg order ran fiktif kyk indomaret alfamart biar gada korban lg min,1,2024-10-20 22:17:16
Berulang kali pesan malah di cancel,1,2024-10-20 20:40:15
pas dapat driver dicancel terus,2,2024-10-20 19:13:29
"Kalau rute nya dekat banyak yang tolak,dengan alasan macam"" nunggu 3 jam baru ada yang betul""",2,2024-10-20 18:54:43
"Benerin sistemua dong, aneh soalnya",1,2024-10-20 18:39:10
"masa iya pemesanannya ga bisa di cancel, tolong dong buat fitur pembatalannya lebih di perbagus lagi biar para pengguna maxim makin nyaman",2,2024-10-20 14:37:31
Selalu bermasalah dengan peta yang tidak terupdate. Titiknya selalu saja tidak update.,1,2024-10-20 13:18:14
"Bisa2nya aplikasi resmi begini banyak penipuan,gak ada tindakan kah dari pihaknya",1,2024-10-20 13:09:11
Pembayaran selalu ga sesuai dengan harga awal,1,2024-10-20 12:45:43
Murah di sini,1,2024-10-20 12:13:18
Pembohongan bilngnya bisa dapet 200k ternya hoakkkk,1,2024-10-20 11:44:05
"Ngelag"" Fitur kurang menarik",2,2024-10-20 11:13:00
Susah buat pilih lokasi,1,2024-10-20 10:58:55
"Tutup lah lagi buat pendaftaran akun sebagai driver, udah banyak sebagai driver min, orderan pun semakin sepi gak kayak biasanya",1,2024-10-20 03:21:13
Tidak bisa loading tujuan dan alamat jemput,1,2024-10-20 03:13:35
Lama dapet driver najiss,1,2024-10-20 03:11:16
"Aplikasi maksim sekarang jelek bangat . Saya di minta biaya tambahan. Ini isi chat nya ( Bt d depan Alfatah.. KK bisa kasih seratus lima puluh jua ., bale kosong ee.., baru su Lat lai .. Klo jadi bt jemput...)",2,2024-10-20 00:31:30
map di aplikasi belum update,1,2024-10-20 00:08:09
tidak ramah terhadap cs..,1,2024-10-20 00:01:16
Ok lah klo begtu..,1,2024-10-19 23:32:10
"Driver bad attitude, Ga sopan, mesum, penumpang masak disuruh duduk mepet biar nempel. Tangan dipegang2 ga dilepas. Mau dilaporin tpi dia ngeclaim kalo dia admin. Orang yg otaknya kendor gitu bikin kapok naik ojol",1,2024-10-19 22:53:54
"Lagi butuh, udah instal ..mau login otp gak masuk2 malah melebihi batas permintaan. padahal gk ada kode masuk. nomor telepon aktif. tolong dong perbaiki bug ini",1,2024-10-19 21:08:54
jelekkkkk,1,2024-10-19 20:02:40
Nomor aktifasi error,1,2024-10-19 18:48:17
"Aplikasi GILA driver Lo yang pada nolak orderan gua,,ngapa jadi akun gua yg di blokir IDIOT Gk usah make maxime APLIKASI SINTING",1,2024-10-19 18:37:43
baik,2,2024-10-19 18:07:34
Kacau dah pokoknya,1,2024-10-19 17:23:58
aplikasi scam!!!,1,2024-10-19 17:16:47
"Bagus,Tpi drivernya banyak yg creepy suka nerror2 dan kasar,drivernya banyaknya nggak jujur,suka korupsi padahal udah jelas harganya segitu tapi pas ditanya malah lebih .Hal yang paling saya gak suka itu orang yg g jujur.terus pernah tuh 13.000 sy ngasih 20.000 ktnya gd receh trs saya cari didompet adanya 12.500 kurang 500 perak malah bilang ini aja kak 15.000 gimana, ktanya gtu lah itu mah lo nya yg untung gua yg rugi.mending gua infakkin.tolong tambahin fitursanksibuat driveryggatanggungjawab.",2,2024-10-19 16:12:39
Kalo mau topup masuk nya lama banget,2,2024-10-19 15:21:34
Merchant nya tdk bisa order,1,2024-10-19 15:09:17
mesen maxim car nya pada judes pada minta ongkosnya lebih pula,2,2024-10-19 14:35:48
Tolong dong sebaiknya rating penumpang di hilangkan kan saja karna sangat merugikan kami sebagai konsumen karna jika ada oknum driver yang tidak suka walau pun kita sudah bersikap baik pasti memberi rating buruk dan itu berdampak pada konsumen susah dapat driver sedangkan kami konsumen tidak pernah melihat rating yang terpenting driver baik dan tidak ngebut di jalan mohon di hilangkan saja terimakasih,2,2024-10-19 14:07:16
Jelek,1,2024-10-19 12:09:26
Maxim motor,2,2024-10-19 11:13:25
Aplikasi gak jelas. Sopirnya juga gak jelas,1,2024-10-19 10:14:01
apk tidak berguna tot,1,2024-10-19 09:56:30
Percuma ngasih promo segala macem kalau diakun drivernya masih normal gk ada potongan promonya bayarnya sama aja harga normal,1,2024-10-19 05:11:05
Bertemu juga aaya dengan pengemudi nakal nelum juga berjalan sudah meminta ongkos diatas harga aplikasi,1,2024-10-19 01:21:26
APLIKATOR KAGA JELAS,1,2024-10-18 22:53:27
Driver tidak bisa menjaga privasi org lain chatt terus setelah selesai pengantaran,2,2024-10-18 18:44:08
Jelek hhah.. Driver nya masih jauh di perkiraan kedatangannya 2 menit.. Pdhl posisi driver masih setengah jam lebih. Titik 2 nya juga ga akurat. Parah abis,1,2024-10-18 17:36:21
"INI TOLONG YA UDAH KESEKIAN KALI NYA SAYA ISI KASPRO MUNCUL SALDO NYA LAMA BANGET, WAKTU SAYA JALAN JADI KE HAMBAT, MANA SALDO DI MBANKING SAYA UDAH DI TOP UP KE KASPRO",2,2024-10-18 15:40:18
Gak amanah harga 35k tiba2 berubah harganya jadi 54k,1,2024-10-18 15:12:58
Telat2 teros,1,2024-10-18 14:05:32
terima kasih ka sintya,2,2024-10-18 13:54:26
GK bisa pesan makanan👎,1,2024-10-18 12:18:54
Pemaksaan daftar aplikasi,1,2024-10-18 11:47:48
Aplikasi ojol paling jelek ga bisa login udh ganti nomor tetep gabisa login 👽,1,2024-10-18 09:28:12
kode otp nya Gak masuk2 bangke,1,2024-10-18 08:41:16
jemput anak tepat waktu,2,2024-10-18 07:32:12
Titik penjemputan selalu eror Liat histori order ga bisa di buka tolong lah perbaiki,2,2024-10-18 07:03:30
Kok peta maps nya tidak muncul yaa...?!,1,2024-10-18 00:03:36
"Saya kirim barang dari maxim,tapi datang driver 2 secara bergantian,saya kasi barang ke driver yg pertama datang,ternyata di aplikasi yg terdaftar driver yg kedua, Nama dan akun pengirim sama,apakah itu akun bodong yg mencuri orderan? Dan sampai sekarang barang saya hilang,kemana saya mintak pertanggung jawaban sementara driver pertama yg bawa barang saya tidak ada di aplikasi terdaftar. Kerugian saya cukup besar,ongkir di bayar,barang sampai sekarang tidak sampai. Ngeri kali maxim seperti ini.",1,2024-10-17 23:33:12
"GX guna aplikasi Pemesanan ribet Udh ngetik alamat lengkap tpi tidak ketemu, alhasil buang2 waktu, Menuhin memori",1,2024-10-17 21:45:43
maxsim login krm kode ega bisa lemot kurang bagus nih aplikasi,1,2024-10-17 20:25:35
penipu bgt katanya ada saldo 200k eh trnyata cuma boongan potongannya cuma 10% nipu anak sekola ini mah,1,2024-10-17 17:44:13
Saya sudah daftar tapi tidak bisa bisa,1,2024-10-17 17:33:06
"Tolong aplikasinya diperbaharui lagi seperti aplikasi Taxi Driver Jadi kalau masuk harus menyalakan lokasi HP maksud dan tujuan menyalakan lokasi HP agar kita tidak dikerjain oleh orang tidak bertanggung jawab,orang main² orderan",1,2024-10-17 16:29:11
aplikasi sampah titik jemput susah tujuan cari sering error' juga,1,2024-10-17 13:12:30
"Penipu dengan promo bonus Rp. 200.000, bonus tidak bisa di pakai, katanya 3 bulan, baru seminggu dah direset jadi Rp. 0 Kasian sekolah-sekolah yang sudah jadi korban, termasuk di tempat saya. Yang laennya jangan sampe jadi korban lagi deh... parah ini mah.",1,2024-10-17 12:58:12
"Sekarang Maxim aneh gak bisa batalkan orderan, giliran ngubah pesanan eh 2 2 nya berjalan jadi harus gimana sedangkan salah satu nya tidak bisa di batalkann",1,2024-10-17 12:31:41
Kebanyakan driver ga punya kaspro kan yang bayar pake kaspro susah jadi nya,1,2024-10-17 11:59:18
Maxim kampang,1,2024-10-17 11:08:13
baik sekali,1,2024-10-17 10:35:05
Aplikasi tidak guna kontollllllllll Ku kira bagi bagi saldo ternyata cuma bagi bagi angka Maxim hapus aja dari PlayStore!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,2024-10-17 10:14:34
tdk ada promo,1,2024-10-17 08:40:43
Saya benar benar kecewa kepada Maxim karena cuma pelanggaran membatalkan orderan yang tidak di sengaja akun taxi driver sya di putuskan oleh mitra,1,2024-10-17 06:58:28
2 hari g di kasih orderan kocakk... 1 hari lagi kaga di kasih orderan parah si nyesel gua jadi driver maxim.,1,2024-10-17 06:28:54
"Kalau nggak mampu buat aplikasi tutup aja , orderan kaga dibagi. Saldo top up , atribut beli",1,2024-10-17 03:50:31
Yg bikin aplikasi ga becus otp buat log in aja ga masuk2,1,2024-10-17 00:59:50
"ga ada promo kaya ijo ijo, titik penjeputan dan tujuan suka ga sesuai, sering error aplikasinya, padahal selalu update",2,2024-10-17 00:05:36
Driver nya gk punya good attitude doyan bawa kabur uang customer 😂.pas bayar uang kembalian ku diambil anjirr.susah Gila bget sih kalo pesan driver dari apk ini,2,2024-10-17 00:04:24
"selama saya pesan, kendaraan driver tidak pernah benar, selalu kecewa",1,2024-10-17 00:03:33
Apalah... Baru download dan Harus nunggu lama banget cuman buat registrasi data dan parahnya pas gw coba regist ulang udah gak bisa.,1,2024-10-16 23:29:01
waspada banyak oknum..penipuan.. pagi saya di tipu orderan malam nya saya di teror yg mengaku pihak Maxim..,1,2024-10-16 22:50:20
Maxim gk jelas....🥵🥵🥵 Sudah di buat lokasih lengkap tapi tetap aja blom bisa di temukan lokasih nya🤬🤬🤬😡😡😡 Sumpah kesabaran saya habis...🤬🤬 Baru kali ini saya di buat emosi sama apk kayak gini🤬🤬🤬🤬 Saya gk perna komplen masalah aplikasi..baru kali ini saya komplen sampe panjang kali lebarr🤬🤬🤬,1,2024-10-16 19:29:57
"aplikasi pembohong ada promosi Maxim Dateng ke sekola syarat nya suruh donlod apk Maxim abis itu di kasi saldo 200ribu katanya besok bisa di pake tau tau nya penipuan hadeuh nyari duit begitu bangt sii,kalo nyari duit tuh jujur bukan malah ngeblong katanya bisa di pake saldonya beli makanan 0rupiah kalo saldonya abis gapapa dia apus lagi aplikasinya padahal gbisa saldonya di pakee,hahaa sehat sehatt dah yaaa ini soal kejujuran lho gausa ngeblong begitu kalo kerja hahaa sehat selalu derr 🙏🙏",1,2024-10-16 19:09:24
"Aplikasi nya sering eror, alamat sering berubah sendiri padahal alamatnya udh pas",1,2024-10-16 16:36:52
Ribet banget..mnta kode tapi gak dikasih kasih sampai ganti nomor saya coba masih gak bisa,1,2024-10-16 15:47:18
apk tidak guna untuknya juga engga ada,1,2024-10-16 15:28:18
"mohon maaf ini APK maxim bisa di update lagi gx yaa, maps nya gak sesuai, jgn utamakan untung saja tapi lihat driver yg benar2 jujur dalam mencari nafkah, BANYAK customer yang tidak sadar diri rumah nya masuk dalam gang sempit dan tidak bisa masuk mobil tapi memaksa untuk pake maxim CAR dan harus dijemput didepan rumah alhasil sudah sampai didepan gang nya malah di batalin orderan nya dan gak dapat apa2 malah keluar uang buat bensin, TOLONG DI UPDATE LAGI YAH BUAT MAPS NYA!!!!",1,2024-10-16 14:29:38
ramah,2,2024-10-16 13:31:28
"Area Sulawesi Utara, sikap dan komunikasi drivernya payah! Suka tolak orderan, kalau dapat orderan cara bicara tidak formal dan sopan, kurang komunikatif.",2,2024-10-16 13:05:30
"jelek bgt, mlssss",1,2024-10-16 13:02:08
aplikasi scam katanya dapet saldo 200k tapi ga bisa di pake hadehhhh,1,2024-10-16 12:06:37
