content,cleaned_text
aplikasi jelek mending si ijo sebelah,aplikasi jelek mending si ijo sebelah
Susah login 😪,Susah login
"Top up lama masuk, ngisi alamat dengan nama jalan susah",Top up lama masuk ngisi alamat dengan nama jalan susah
Belum gunakannya jd cukup 1 bintang,Belum gunakannya jd cukup bintang
"Ngisi saldo wallet kaspro berapa eh yang masuk berapa, hadeh 🙄",Ngisi saldo wallet kaspro berapa eh yang masuk berapa hadeh
"maps nya ga jelas cape nyari nyari alamat ga ketemu ktemu,",maps nya ga jelas cape nyari nyari alamat ga ketemu ktemu
"Mohon bantuannya kirim kode OTP nya ke nomor telepon saya, sukses selalu ya utk Maxim. tks",Mohon bantuannya kirim kode OTP nya ke nomor telepon saya sukses selalu ya utk Maxim tks
Saat ingin memesan food hanya muncul tampilan putih saja,Saat ingin memesan food hanya muncul tampilan putih saja
Hancur tak berpihak pada driver,Hancur tak berpihak pada driver
SK gubernur tidak dijalankan,SK gubernur tidak dijalankan
"Mau masuk ke Maxim gk bisa bisa kodenya padahal nomor sudah benarr,,gak guna aplikasinya.",Mau masuk ke Maxim gk bisa bisa kodenya padahal nomor sudah benarrgak guna aplikasinya
"PENGALAMAN SAYA PESAN MAXIM BBRPA KALI KARNA HARGA LEBIH MURAH DR APK OJOL LAIN, TP PELAYANAN DRIVER SANGAT SANGAT BURUKK DAN TIDAK SOPANN..TDK AKAN PESAN MAXIM LAGI, LEBIH BAIK BAYAR MAHAL DAPAT KUALITAS BAGUS",PENGALAMAN SAYA PESAN MAXIM BBRPA KALI KARNA HARGA LEBIH MURAH DR APK OJOL LAIN TP PELAYANAN DRIVER SANGAT SANGAT BURUKK DAN TIDAK SOPANNTDK AKAN PESAN MAXIM LAGI LEBIH BAIK BAYAR MAHAL DAPAT KUALITAS BAGUS
Ini gimana sih. Mau log in susah bangett. Nomer kode nya ga kekirim kirim. Kalo udah butut tutup aja apk nya!!!,Ini gimana sih Mau log in susah bangett Nomer kode nya ga kekirim kirim Kalo udah butut tutup aja apk nya
"Masukkan utk kasspro/kasswalletnya sgr diperbaiki lg,sosialisasikan lg ttg kasspro ke pengemudi krn bnyk pengemudi yg tdk paham dg kasspro/kasswallet,hny krn pengemudi tdk paham kasspro jd mengecewakan pengguna. Trm ksh",Masukkan utk kassprokasswalletnya sgr diperbaiki lgsosialisasikan lg ttg kasspro ke pengemudi krn bnyk pengemudi yg tdk paham dg kassprokasswallethny krn pengemudi tdk paham kasspro jd mengecewakan pengguna Trm ksh
"Petanya aneh.gak bisa lihat posisi orang yang mesan,",Petanya anehgak bisa lihat posisi orang yang mesan
"Kecewa, saldo saya tersedot banyak saat pembayaran ewallet Maxim KasPro, akhirnya saya melakukan pembayarab double, yaitu cash dan saldo tersedot ewallet KasPro",Kecewa saldo saya tersedot banyak saat pembayaran ewallet Maxim KasPro akhirnya saya melakukan pembayarab double yaitu cash dan saldo tersedot ewallet KasPro
"Saya baru selesai top up maxim wallet, dan saya melakukan nya dari app ovo, pengiriman berhasil tapi saldo maxim wallet tetap kosong",Saya baru selesai top up maxim wallet dan saya melakukan nya dari app ovo pengiriman berhasil tapi saldo maxim wallet tetap kosong
Vertikasi nelpon SMS susah gak keluar apaan coba,Vertikasi nelpon SMS susah gak keluar apaan coba
Aplikasi TOLOL Order Makanan tapi ga bisa dibatalkan.. Anjinglah... tolong maksimalkan aplikasinya dulu baru terbitkan layanan ke publik,Aplikasi TOLOL Order Makanan tapi ga bisa dibatalkan Anjinglah tolong maksimalkan aplikasinya dulu baru terbitkan layanan ke publik
Kerja,Kerja
"Order telah dipenuhi oleh: Elizaman Natalis Gea dengan Daihatsu Sigra, warna putih, nopol BK1514AES. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.85",Order telah dipenuhi oleh Elizaman Natalis Gea dengan Daihatsu Sigra warna putih nopol BKAES Terima kasih atas perjalanan Anda Rating
aplikasi tek,aplikasi tek
Kentut di buuulan,Kentut di buuulan
"Untuk wilayah Bali, minta tolong kepada Maxim sebelum menerima driver tolong kasih training dulu karena banyak driver Maxim car yg dibali mengemudi nya berbahaya dan mereka juga kalau bicara seperti tidak ada attitude.",Untuk wilayah Bali minta tolong kepada Maxim sebelum menerima driver tolong kasih training dulu karena banyak driver Maxim car yg dibali mengemudi nya berbahaya dan mereka juga kalau bicara seperti tidak ada attitude
Di baguskan lagi aplikasi Maxim nya,Di baguskan lagi aplikasi Maxim nya
apk Gak smart,apk Gak smart
ok mntap,ok mntap
"Ribet aplikasinya. Di Kota Medan. Udah nunggu, driver udah dekat, tiba2 hilang lagi, muncul lagi driver lain. Gitu lagi. Gak ada kepastian dalam menunggu. Titik jemput juga tidak sesuai dengan yg dipilih. Ribet pokoknya...",Ribet aplikasinya Di Kota Medan Udah nunggu driver udah dekat tiba hilang lagi muncul lagi driver lain Gitu lagi Gak ada kepastian dalam menunggu Titik jemput juga tidak sesuai dengan yg dipilih Ribet pokoknya
Jelek,Jelek
Jangan pake maxim drivernya arogan preman semua,Jangan pake maxim drivernya arogan preman semua
Apk taexxxxx,Apk taexxxxx
"Ada orang kasi kode promo 200rb tapi pas kita pakai malah tetap bayar, mana 112rb lagi. Sempat orang yang punya uang gmna coba? . minimal g usah kasi promo kalo tidak bisa di pakai!",Ada orang kasi kode promo rb tapi pas kita pakai malah tetap bayar mana rb lagi Sempat orang yang punya uang gmna coba minimal g usah kasi promo kalo tidak bisa di pakai
kalau pagi dapat driver nya lama,kalau pagi dapat driver nya lama
"DRIVER MILIH"" HARGA ... TOLONG LAH INI DI TINDAK LANJUTI PARA"" DRIVER NYA KALAU GAK COCOK SAMA KERJAAN NYA GAK USA DI JADIKAN DRIVER KEKGINI KAN MALAH KAMI YG SUSAH BIASA NYA GAMPANG DRIVER INI MALAH 2X BLKNGAN INI SUSAH DAPAT DRIVER PADAHAL DRIVER TERDEKAT BANYAK TAPI GAK MAU DI AMBIL ORDERAN NYA",DRIVER MILIH HARGA TOLONG LAH INI DI TINDAK LANJUTI PARA DRIVER NYA KALAU GAK COCOK SAMA KERJAAN NYA GAK USA DI JADIKAN DRIVER KEKGINI KAN MALAH KAMI YG SUSAH BIASA NYA GAMPANG DRIVER INI MALAH X BLKNGAN INI SUSAH DAPAT DRIVER PADAHAL DRIVER TERDEKAT BANYAK TAPI GAK MAU DI AMBIL ORDERAN NYA
"Tolong diperbaiki sikap sifat drivernya khusus kota Medan. Istri saya pesan JCO malah diminta nomor WA, Tiba gak dikasih nomor WA malah disuruh membatalkan pesanan.",Tolong diperbaiki sikap sifat drivernya khusus kota Medan Istri saya pesan JCO malah diminta nomor WA Tiba gak dikasih nomor WA malah disuruh membatalkan pesanan
Gimananini sms otp gak masuk masuk,Gimananini sms otp gak masuk masuk
"Saya baru dapat driver kirim paket total pembayaran 17ribu, tapi mintanya 25rb? Itu bagaimana yah?",Saya baru dapat driver kirim paket total pembayaran ribu tapi mintanya rb Itu bagaimana yah
"Driver mobil Maxim Nakal² skrng. Order dri PIK-stasiun kota 3 orang masuk mobil dibilang kebanyakan, maximal hanya 2 orang saja dan minta ongkos lebih. Pemilihan jalan yg buruk tanpa bilang² mlh masuk tol bayar 19k yg akhirnya membengkaknya tarif yg tadinya 60k menjadi 100k. Gini amat driver² Maxim sekarang",Driver mobil Maxim Nakal skrng Order dri PIKstasiun kota orang masuk mobil dibilang kebanyakan maximal hanya orang saja dan minta ongkos lebih Pemilihan jalan yg buruk tanpa bilang mlh masuk tol bayar k yg akhirnya membengkaknya tarif yg tadinya k menjadi k Gini amat driver Maxim sekarang
"Apk goblokkk.. Kok bisa bisa nya akun saya di blokir gara"" Data dan dokumen sama dengan driver/orang lain, ini kan tidak logis... Sedangkan tiap driver aja data nya beda.. Lah ini malah dibilang sama datanya sm driver lain.. Pantes aja ni apk ga laku.. Orang-orang kantor nya aja tolol begini!!!",Apk goblokkk Kok bisa bisa nya akun saya di blokir gara Data dan dokumen sama dengan driverorang lain ini kan tidak logis Sedangkan tiap driver aja data nya beda Lah ini malah dibilang sama datanya sm driver lain Pantes aja ni apk ga laku Orangorang kantor nya aja tolol begini
"Order pertama karena butuh cepat datang telat,harga juga tidak sesuai aplikasi,saat order 18 RB dua porsi 36 ongkos 14 RB,pas udah tiba ongkos dan harga barang jadinya 75 padahal harga barangnya cuma 20rb kalo order manual",Order pertama karena butuh cepat datang telatharga juga tidak sesuai aplikasisaat order RB dua porsi ongkos RBpas udah tiba ongkos dan harga barang jadinya padahal harga barangnya cuma rb kalo order manual
Aplikasi SCAM. Dikasih saldo gratis 200.000 dari staff maxim yang pergi ke sekolahan tapi malah gak bisa dipake soalnya pembayaran nontunai masih coming soon. Katanya saldonya hangus setelah 3 bulan ternyata cuma 1 minggu. Di bagian food banyak juga yang udah sold out padahal pas liat platform selain Maxim masih ada stock. Pokoknya kecewa banget sama staff dan aplikasinya,Aplikasi SCAM Dikasih saldo gratis dari staff maxim yang pergi ke sekolahan tapi malah gak bisa dipake soalnya pembayaran nontunai masih coming soon Katanya saldonya hangus setelah bulan ternyata cuma minggu Di bagian food banyak juga yang udah sold out padahal pas liat platform selain Maxim masih ada stock Pokoknya kecewa banget sama staff dan aplikasinya
Aplikasi SCAM. Dikasih saldo gratis 200.000 dari staff maxim yang pergi ke sekolahan tapi malah gak bisa dipake soalnya pembayaran nontunai masih coming soon. Katanya saldonya hangus setelah 3 bulan ternyata cuma 1 minggu. Di bagian food banyak juga yang udah sold out padahal pas liat platform selain Maxim masih ada stock. Pokoknya kecewa banget sama staff dan aplikasinya kalo nge scam begini mendingan di hapus aja dari play store.,Aplikasi SCAM Dikasih saldo gratis dari staff maxim yang pergi ke sekolahan tapi malah gak bisa dipake soalnya pembayaran nontunai masih coming soon Katanya saldonya hangus setelah bulan ternyata cuma minggu Di bagian food banyak juga yang udah sold out padahal pas liat platform selain Maxim masih ada stock Pokoknya kecewa banget sama staff dan aplikasinya kalo nge scam begini mendingan di hapus aja dari play store
skemmm,skemmm
Pengemudi menipu harga order dan memberikan bintang paksa,Pengemudi menipu harga order dan memberikan bintang paksa
"Driver online banyak gak ada atribut,motor gak sesuai aplikasi. Woi min seleksi tu driver lo.ojol kayak opang",Driver online banyak gak ada atributmotor gak sesuai aplikasi Woi min seleksi tu driver loojol kayak opang
"Kasih bintang 2 dulu yaa.. Pengisiian maxim wallet kaspronya lambat masuk, padahal cek di aplikasi kaspro dana sudah ada.. Tapi pas buka di aplikasi maxim malah blm ada.. Bikin jengkel. Ngepasin ga ada cash, malah jadi cash pembayarannya.. TOLONG DI PERBAIKI DONG SISTEMNYA. masa top up saldo bisa lama banget masuknya",Kasih bintang dulu yaa Pengisiian maxim wallet kaspronya lambat masuk padahal cek di aplikasi kaspro dana sudah ada Tapi pas buka di aplikasi maxim malah blm ada Bikin jengkel Ngepasin ga ada cash malah jadi cash pembayarannya TOLONG DI PERBAIKI DONG SISTEMNYA masa top up saldo bisa lama banget masuknya
"Nggak jelas, pesan makanan malah d tunjukkin d kost, sy mau batalin nggak bsa, cma ganti2 driver aja, capeee",Nggak jelas pesan makanan malah d tunjukkin d kost sy mau batalin nggak bsa cma ganti driver aja capeee
Tolol dajal itu respon ibu ibu yang di minta 350rb itu dajjal masa cuma ke senggol dikit sampek minta segitu ngk ngotak babi pajero aja sampek penyok cuma abis 500 tolol,Tolol dajal itu respon ibu ibu yang di minta rb itu dajjal masa cuma ke senggol dikit sampek minta segitu ngk ngotak babi pajero aja sampek penyok cuma abis tolol
Saya masukan isi ewalet susah ribet,Saya masukan isi ewalet susah ribet
Benar kan dulu itu driver driver mu,Benar kan dulu itu driver driver mu
"Kepada pihak Maxim,sy sebagai cs kasih masukan,tolong donk pembayaran bs melalui dana,ovo,gopay(non-tunai)yg pengguna ny sudah banyak pakai,gk semua cs pegang uang kes ya,tolong di sampaikan KPD atasan ny..",Kepada pihak Maximsy sebagai cs kasih masukantolong donk pembayaran bs melalui danaovogopaynontunaiyg pengguna ny sudah banyak pakaigk semua cs pegang uang kes yatolong di sampaikan KPD atasan ny
Mau masuk ada notifikasi masuk 4 angka tapi saya cek tidak ada masuk notifikasi empat angka,Mau masuk ada notifikasi masuk angka tapi saya cek tidak ada masuk notifikasi empat angka
Driver nya tidak bagus,Driver nya tidak bagus
Maksim nya bawa motor ga ngotak sampai sya hampir jatuh trs minta tambahan ongkos,Maksim nya bawa motor ga ngotak sampai sya hampir jatuh trs minta tambahan ongkos
mau tanya kenapa ya saya mau login maxim kode otp nya gak keluar,mau tanya kenapa ya saya mau login maxim kode otp nya gak keluar
"Lebih baik Pt.sito cepat bangkrut tutup saja karena sangat buruk pelayanannya, Membuat maximnya semakin sepi orderan setiap drivernya karena kesalahan yang fatal sepanjang tahun masih dipertahankan, Maxim tidak bisa login aplikasinya, suatu kebodohan untuk kehilangan jutaan pelanggan yang tidak bisa memesan layanan maxim, Driver maxim mengeluh tanpa bertindak kepada kantor maxim yang tidak menanggulangi kesalahan dalam mengambil pelanggan sebanyak mungkin untuk bisa login diaplikasi pemesanan",Lebih baik Ptsito cepat bangkrut tutup saja karena sangat buruk pelayanannya Membuat maximnya semakin sepi orderan setiap drivernya karena kesalahan yang fatal sepanjang tahun masih dipertahankan Maxim tidak bisa login aplikasinya suatu kebodohan untuk kehilangan jutaan pelanggan yang tidak bisa memesan layanan maxim Driver maxim mengeluh tanpa bertindak kepada kantor maxim yang tidak menanggulangi kesalahan dalam mengambil pelanggan sebanyak mungkin untuk bisa login diaplikasi pemesanan
Isi kaspro kok ga masuk ga ada admin yg bs d hubungi susah amat,Isi kaspro kok ga masuk ga ada admin yg bs d hubungi susah amat
pembohong kamu pembohong,pembohong kamu pembohong
"pesanan makanan tidak bisa dibatalkan, dan tidak bisa non tunai pemesanan juga ga jelas, tiba² lgsg ke order",pesanan makanan tidak bisa dibatalkan dan tidak bisa non tunai pemesanan juga ga jelas tiba lgsg ke order
"Untuk Maxim Tolong drivernya di edukasi untuk lewat rute sesuai dengan google maps, agar waktu customer tidak terbuang. Saya order dari grand lucky ke plaza Senayan harusnya beer garden ke kiri malah di bawa lurus jadi muter"" Yang harusnya makan waktu hanya 12-15 jadi makan waktu 20 menit karna muter"" tolong di edukasi juga drivernya supaya rutin service kendaraan setiap bulan, saya udah kedua kalinya order maxim mogok, dan ngga sampe tujuan. Tapi saya tetap membayar sesuai harga di awal",Untuk Maxim Tolong drivernya di edukasi untuk lewat rute sesuai dengan google maps agar waktu customer tidak terbuang Saya order dari grand lucky ke plaza Senayan harusnya beer garden ke kiri malah di bawa lurus jadi muter Yang harusnya makan waktu hanya jadi makan waktu menit karna muter tolong di edukasi juga drivernya supaya rutin service kendaraan setiap bulan saya udah kedua kalinya order maxim mogok dan ngga sampe tujuan Tapi saya tetap membayar sesuai harga di awal
Banyak driver yang tidak sesuai dengan aplikasi.,Banyak driver yang tidak sesuai dengan aplikasi
"aneh banget aneh. driver keterlaluan bgt dtg dilama lamain, dasar komtol",aneh banget aneh driver keterlaluan bgt dtg dilama lamain dasar komtol
"Maxim ewallet buruk banget sumpah, isi saldo masuknya dellay banget, pesen maxim pakek ewallet, tb tb berubah ketunai aneh bangett fitur maxim skrng, jadinya bayar pakek tunai tailah",Maxim ewallet buruk banget sumpah isi saldo masuknya dellay banget pesen maxim pakek ewallet tb tb berubah ketunai aneh bangett fitur maxim skrng jadinya bayar pakek tunai tailah
tidak terlalu bagus,tidak terlalu bagus
Aplikasi perusak harga...,Aplikasi perusak harga
apk nya gak jelas,apk nya gak jelas
"Barusan download,karena katanya ada voucher gratis 200.000,eh taunya Voucher gak bisa di pake🥵 Ya uninstal aja lagi",Barusan downloadkarena katanya ada voucher gratis eh taunya Voucher gak bisa di pake Ya uninstal aja lagi
Aplikasi ribet sekali mau pesan koh di persulit,Aplikasi ribet sekali mau pesan koh di persulit
"(Ulasan saya edit) -- Tgl 22 Okt 24, pesan maxim car dri psr harjodaksino jam 17.57 sampai 18.21. Alokasi waktu penjemputan 1 menit, Driver tidak datang, dilihat dari maps, titik driver muter muter semakin jauh dari titik jemput. Di kirim pesan tidak jawab. Saya yang cancel 🫠 Tolong untuk Maxim, sop untuk driver car bagaimana? Untuk komunikasi juga",Ulasan saya edit Tgl Okt pesan maxim car dri psr harjodaksino jam sampai Alokasi waktu penjemputan menit Driver tidak datang dilihat dari maps titik driver muter muter semakin jauh dari titik jemput Di kirim pesan tidak jawab Saya yang cancel Tolong untuk Maxim sop untuk driver car bagaimana Untuk komunikasi juga
"Kenapa driver di aplikasi ini belagu,ditolak terus dan yg nga hbs pikir ya berbohong pura2 makan lah dan pura2 ban bocor.tolong driver2 seperti itu jangan di terima.",Kenapa driver di aplikasi ini belaguditolak terus dan yg nga hbs pikir ya berbohong pura makan lah dan pura ban bocortolong driver seperti itu jangan di terima
"Gk jelas, saldo non tunai di potong, tpi kita harus bayar tunai lgi,,,aph lh coba bgtuh",Gk jelas saldo non tunai di potong tpi kita harus bayar tunai lgiaph lh coba bgtuh
"lumayan,tapi dikembangkan lagi,kita klau nyari lokasi susah banget ga kayak di apk lain mudah.",lumayantapi dikembangkan lagikita klau nyari lokasi susah banget ga kayak di apk lain mudah
map-nya ga sesuai,mapnya ga sesuai
Knpa route maxim skrg di putar putar bgtu?? Biar jaraknya makin jauh apa gimana ini???? Yg bnr donk klo bkin apk,Knpa route maxim skrg di putar putar bgtu Biar jaraknya makin jauh apa gimana ini Yg bnr donk klo bkin apk
"aku pesen maxim bayar lewat saldo tibatiba dibatalin sama apk nya, saldo nya ga balik lagi padahal itu dibatalin sepihak dari apk nya",aku pesen maxim bayar lewat saldo tibatiba dibatalin sama apk nya saldo nya ga balik lagi padahal itu dibatalin sepihak dari apk nya
