processed_text,translated_text,converted_text,vader_sentiment,compound
"['guna', 'alamat', 'lokasi', 'lengkap', 'susah', 'buat', 'nyari', 'kantor', 'nya', 'atau', 'usaha', 'map', 'nya', 'suka', 'ga', 'keluar', 'alias', 'gelap', 'poko', 'ga', 'banget', 'deh', 'iwww']","['use', 'address', 'location', 'complete', 'difficult', 'make', 'find', 'office', 'it', 'or', 'business', 'map', ''',' like ',' no ',' out ',' aka ',' dark ',' poko ',' no ',' really ',' deh ',' iwww ']",use address location complete difficult make find office it or business map  like  no  out  aka  dark  poko  no  really  deh  iwww ,negatif,-0.5267
"['sbg', 'tumpang', 'kecewa', 'sekali', 'dgn', 'taxi', 'maxim', 'yg', 'kata', 'byr', 'lwt', 'nontunai', 'maxim', 'wallet', 'malah', 'mud', 'gatau', 'cara', 'tarik', 'tunai', 'ga', 'terima', 'bayar', 'non', 'tunai', 'kira', 'yg', 'nipu', 'krn', 'gamau', 'ribut', 'akhir', 'sy', 'bayar', 'x', 'boss', 'untung', 'yg', 'mau', 'daftar', 'maxim', 'jd', 'kemudi', 'seleksi', 'bener', 'org', 'yg', 'kudet', 'teknologi', 'mmg', 'aplikasi', 'wallet', 'maximnya', 'yg', 'susah', 'buat', 'tarik', 'tunai', 'mau', 'complain', 'suruh', 'dtg', 'kantor', 'wah', 'malah', 'ribut', 'ntr', 'sana', 'terima', 'complain', 'lwt', 'sosmed', 'kata']","['as', 'overlapping', 'disappointed', 'once', 'with', 'taxi', 'maxim', 'that', 'said', 'Byr', 'lwt', 'non -cash', ','Maxim ',' wallet ',' instead ',' mud ',' gatau ',' way ',' pull ',' cash ',' no ',' accept ',' pay ',' non ',' cash ', 'Kira', 'YG', 'Fall', 'Because', 'Gamau', 'Noisy', 'End', 'Sy', 'Pay', 'X', 'Boss', 'Untah', ','which ',' want ',' list ',' maxim ',' jd ',' steering ',' selection ',' right ',' org ',' YG ',' Kudet ',' Kudet ',' Technology ',' Technology ',' MMG ', 'Applications', 'Wallet', 'Maximnya', 'Yang', 'Difficult', 'Create', 'Pull', 'Cash', 'Want', 'Complain', 'Tell', 'Dtg', ','The office ',' wow ',' instead ',' noisy ',' ntr ',' there ',' accept ',' complain ',' lwt ',' social media ',' said ']",as overlapping disappointed once with taxi maxim that said Byr lwt non -cash Maxim  wallet  instead  mud  gatau  way  pull  cash  no  accept  pay  non  cash  Kira YG Fall Because Gamau Noisy End Sy Pay X Boss Untah which  want  list  maxim  jd  steering  selection  right  org  YG  Kudet  Kudet  Technology  Technology  MMG  Applications Wallet Maximnya Yang Difficult Create Pull Cash Want Complain Tell Dtg The office  wow  instead  noisy  ntr  there  accept  complain  lwt  social media  said ,negatif,-0.5106
"['driver', 'sopanmemaki', 'maki', 'kata', 'kotorsangat', 'sesal', 'guna', 'aplikasi']","['Driver', 'politely man', 'maki', 'said', 'very dirty', 'regret', 'use', 'application']",Driver politely man maki said very dirty regret use application,negatif,-0.7408
"['percuma', 'promo', 'promonya', 'gak', 'laku', 'promo', 'pas', 'bayar', 'minta', 'benar']","['useless', 'promo', 'promo', 'no', 'behavior', 'promo', 'right', 'pay', 'ask', 'right']",useless promo promo no behavior promo right pay ask right,negatif,-0.6597
"['sejajar', 'harga', 'saing', 'sehat', 'dooonk']","['parallel to', 'price', 'competitive', 'healthy', 'dooonk']",parallel to price competitive healthy dooonk,positif,0.5267
"['saing', 'harga', 'lah', 'sehat', 'jangan', 'rusak', 'jatuh', 'harga', 'lokal']","['competitive', 'price', 'lah', 'healthy', 'don't', 'broken', 'fall', 'price', 'local']",competitive price lah healthy dont broken fall price local,positif,0.7144
"['gak', 'jelas', 'nihil', 'guna', 'nya', 'dikit', 'tipu', 'terus', 'mesen', 'makan', 'malah', 'abang', 'nya', 'minta', 'transfer', 'delu', 'aplikasi', 'nya', 'gak', 'worth', 'it']","['no', 'clear', 'nil', 'use', '', 'little', 'trickery', 'continue', 'mesen', 'mesen', 'eating', 'even', 'brother', ','',' Ask ',' Transfer ',' Delu ',' Application ',' The ',' No ',' Worth ',' It ']",no clear nil use  little trickery continue mesen mesen eating even brother  Ask  Transfer  Delu  Application  The  No  Worth  It ,negatif,-0.1796
"['ribet', 'gps', 'nya', 'ruwet', 'ruwet', 'gak', 'kaya', 'aplikasi', 'mah', 'ruwet', 'super', 'ruwet']","['complicated', 'GPS', 'its', 'complicated', 'complicated', 'no', 'rich', 'application', 'mah', 'ruwet', 'super', 'ruwet']",complicated GPS its complicated complicated no rich application mah ruwet super ruwet,positif,0.743
"['ati', 'ati', 'yg', 'naik', 'stasiun', 'pasar', 'turi', 'surabaya', 'bungurasih', 'harga', 'gak', 'sesuai', 'argo', 'getok', 'ribu', 'alsan', 'bayar', 'parkr', 'mnding', 'jangan']","['Ati', 'Ati', 'Yang', 'Rise', 'Station', 'Market', 'Turi', 'Surabaya', 'Bungurasih', 'Price', 'No', 'Appropriate', '', 'Argo ',' Getok ',' Thousand ',' Alsan ',' Pay ',' Parkr ',' Mnding ',' Don't ']",Ati Ati Yang Rise Station Market Turi Surabaya Bungurasih Price No Appropriate  Argo  Getok  Thousand  Alsan  Pay  Parkr  Mnding  Dont ,negatif,-0.3818
"['kok', 'driver', 'maxim', 'sekarang', 'banyak', 'gak', 'sopan', 'caloharus', 'nya', 'mikir', 'dong', 'coba', 'bayangin', 'kalo', 'mulai', 'pakai', 'transportasi', 'umum', 'bakal', 'sepi', 'order', 'kalian']","['how', 'driver', 'Maxim', 'now', 'many', 'no', 'polite', 'Caloharus', '', 'Think', 'Dong', 'Try', 'Try', ','Imagine ',' if ',' starting ',' use ',' transportation ',' general ',' will ',' quiet ',' order ',' you guys']",how driver Maxim now many no polite Caloharus  Think Dong Try Try Imagine  if  starting  use  transportation  general  will  quiet  order  you guys,negatif,-0.296
"['susah', 'banget', 'nyari', 'alamat', 'nya']","['difficult', 'really', 'find', 'address', 'the']",difficult really find address the,negatif,-0.3612
"['layan', 'si', 'lumayan', 'cept', 'jg', 'respon', 'nya', 'tp', 'saldo', 'vocer', 'yg', 'kasi', 'sama', 'sekali', 'gak', 'pake', 'pdhl', 'saldo', 'terptong']","['service', 'si', 'pretty much', 'fast', 'also', 'response', 'but' but ',' balance ',' vocer ',' Yang ',' Kasi ',', 'The same ',' once ',' no ',' use ',' pdhl ',' balance ',' tired ']",service si pretty much fast also response but but  balance  vocer  Yang  Kasi  The same  once  no  use  pdhl  balance  tired ,negatif,-0.6757
"['top', 'up', 'rb', 'masuk']","['top', 'up', 'rb', 'enter']",top up rb enter,positif,0.2023
['hoax'],['Hoax'],Hoax,negatif,-0.2732
"['map', 'kotak', 'kotak', 'doang', 'kocak']","['map', 'box', 'box', 'doang', 'hilarious']",map box box doang hilarious,positif,0.4019
"['niat', 'hati', 'igin', 'coba', 'pake', 'jasa', 'maxim', 'tp', 'cukup', 'sekali', 'pakai', 'maxim', 'harga', 'tera', 'aplikasi', 'sesuai', 'bayar', 'driver', 'nya', 'driver', 'nya', 'minta', 'tambah', 'bayar', 'karna', 'jarak', 'driver', 'jemput', 'terlalu', 'jauh', 'kata', 'nya', 'lurus', 'dulu', 'sistem', 'nya', 'maxim', 'sama', 'driver', 'nya', 'boleh', 'langgan', 'mnta', 'tambah', 'biaya', 'ac', 'nyala', 'malah', 'suruh', 'buka', 'jendela', 'sangat', 'sangat', 'nyaman', 'gak', 'tau', 'apa', 'emang', 'standar', 'nya']","['intention', 'heart', 'rygin', 'try', 'use', 'services', 'maxim', 'tp', 'enough', 'once', 'use', 'maxim', ','The price ',' Tera ',' Application ',' Appropriate ',' Pay ',' Driver ',' The 'Driver', 'Driver', 'His', 'Ask', 'Add', 'Pay', 'Karna', 'distance', 'driver', 'pick up', 'too', 'far', 'said', 'it', 'straight', 'first', 'system', 'his', 'maxim', ','Same ',' Driver ',' His', 'may', 'Langgan', 'Mnta', 'added', 'Cost', 'AC', 'Only', 'In fact', 'Tell', 'Open', 'window', 'very', 'very', 'comfortable', 'no', 'know', 'what', 'indeed', 'standard', 'its']",intention heart rygin try use services maxim tp enough once use maxim The price  Tera  Application  Appropriate  Pay  Driver  The Driver Driver His Ask Add Pay Karna distance driver pick up too far said it straight first system his maxim Same  Driver  His may Langgan Mnta added Cost AC Only In fact Tell Open window very very comfortable no know what indeed standard its,positif,0.3025
"['aplikasi', 'terlalu', 'bebas', 'batas', 'jadi', 'banyak', 'driver', 'atribut', 'salah', 'guna', 'profesi', 'driver', 'tindak', 'jahat', 'aman', 'standard', 'nya', 'maxim', 'jadi', 'segi', 'aman', 'kurang']","['application', 'too', 'free', 'limit', 'so', 'many', 'drivers', 'attributes', 'wrong', 'use', 'profession', 'driver', ''Actions', 'evil', 'safe', 'standard', 'its',' maxim ',' so ',' aspects', 'safe', 'less']",application too free limit so many drivers attributes wrong use profession driver Actions evil safe standard its maxim  so  aspects safe less,positif,0.1531
"['aneh', 'naik', 'maxim', 'harga', 'awal', 'rb', 'pas', 'tengah', 'jalan', 'tiba', 'naik', 'jadi', 'rb', 'tahu', 'hadiah', 'bintang', 'aja', 'deh', 'buat', 'maxim']","['strange', 'rising', 'maxim', 'price', 'beginning', 'rb', 'fitting', 'middle', 'walking', 'arriving', 'rising', 'so', ','RB ',' know ',' gift ',' star ',' just ',' deh ',' for ',' Maxim ']",strange rising maxim price beginning rb fitting middle walking arriving rising so RB  know  gift  star  just  deh  for  Maxim ,positif,0.3321
"['apk', 'tolol']","['apk', 'stupid']",apk stupid,negatif,-0.5267
"['bingung', 'banget', 'pertama', 'x', 'naik', 'maxim', 'orderin', 'lewat', 'hp', 'sodara', 'order', 'maxim', 'dgn', 'jarak', 'km', 'detail', 'harga', 'aplikasi', 'tumpang', 'lokasi', 'kemudi', 'bilang', 'harga', 'rb', 'tera', 'd', 'aplikasi']","['confused', 'really', 'first', 'x', 'rising', 'Maxim', 'Orderin', 'Through', 'Hp', 'Sodara', 'Order', 'Maxim', ','With ',' distance ',' km ',' detail ',' price ',' application ',' overlapping ',' location ',' steering ',' said ',' price ',' rb ',' tera ', 'D', 'Application']",confused really first x rising Maxim Orderin Through Hp Sodara Order Maxim With  distance  km  detail  price  application  overlapping  location  steering  said  price  rb  tera  D Application,negatif,-0.3182
"['minimal', 'driver', 'jangan', 'tolol', 'ngertilah', 'pakai', 'gps']","['Minimal', 'Driver', 'Don't', 'Stupid', 'Naughty', 'Use', 'GPS']",Minimal Driver Dont Stupid Naughty Use GPS,positif,0.4168
"['aplikasi', 'punya', 'fitur', 'chat', 'cs', 'keluh', 'langgan', 'chat', 'online']","['application', 'have', 'features', 'chat', 'cs', 'complain', 'Langgan', 'Chat', 'Online']",application have features chat cs complain Langgan Chat Online,negatif,-0.3612
"['titik', 'ga', 'cari', 'mau', 'masuk', 'kode', 'otp']","['point', 'no', 'search', 'want', 'enter', 'code', 'OTP']",point no search want enter code OTP,negatif,-0.2263
"['kecewa', 'banget', 'gak', 'daftar', 'akun', 'hapuuus']","['disappointed', 'really', 'no', 'list', 'account', 'delete']",disappointed really no list account delete,negatif,-0.6801
"['terima', 'kasih', 'sdh', 'antar', 'tempat', 'tuju']","['accept', 'love', 'already', 'intercourse', 'place', 'go to']",accept love already intercourse place go to,positif,0.7783
"['aplikasi', 'transportasi', 'bikin', 'nge', 'jatohin', 'harga', 'argo', 'sesuai', 'kilometer', 'cousteumer', 'bayar', 'maxim', 'mahal', 'gilir', 'maxim', 'bayar', 'drivernya', 'murah', 'banget', 'gila', 'udh', 'gitu', 'asuransi', 'jiwasraya', 'jadi', 'nya', 'celaka', 'lalu', 'lintas', 'driver', 'cousteumer', 'nyamaxim', 'usaha', 'rusia', 'ter', 'tolol', 'dunia']","['application', 'transportation', 'make', 'nge', 'jatohin', 'price', 'argo', 'appropriate', 'kilometer', 'cousteumer', 'pay', 'maxim', 'Expensive ',' Turned ',' Maxim ',' Pay ',' Driver ',' Cheap ',' Really ',' Crazy ',' Udh ',' So ',' Insurance ',' Jiwasraya ',' So 'so', '', 'woe', 'then', 'cross', 'driver', 'cousteumer', 'nyamaxim', 'business', 'russia', 'ter', 'stupid', 'world']",application transportation make nge jatohin price argo appropriate kilometer cousteumer pay maxim Expensive  Turned  Maxim  Pay  Driver  Cheap  Really  Crazy  Udh  So  Insurance  Jiwasraya  So so  woe then cross driver cousteumer nyamaxim business russia ter stupid world,negatif,-0.897
"['kode', 'otp', 'lama', 'banget', 'masuk', 'nya', 'kecewa', 'berat']","['code', 'OTP', 'old', 'really', 'enter', 'it', 'disappointed', 'heavy']",code OTP old really enter it disappointed heavy,negatif,-0.5209
"['kecewa', 'sayasaya', 'tunggu', 'jemput', 'driver', 'malah', 'bayar', 'nunggu', 'hampir', 'satu', 'jam', 'malh', 'nak', 'biaya', 'mending', 'klo', 'minta', 'tunggu', 'jemput', 'blom', 'malah', 'suruh', 'bayar', 'langgan', 'kasih', 'kopetitas', 'soal', 'tunggu', 'driver', 'hampir', 'satu', 'jam']","['disappointed', 'Sayasaya', 'wait', 'pick up', 'driver', 'instead', 'pay', 'wait', 'almost', 'one', 'clock', 'Malh', ','Son ',' cost ',' mending ',' if ',' Ask ',' wait ',' pick up ',' blom ',' instead ',' told ',' pay ',' Langsing ',' Kasih ', 'Supplers', 'Problem', 'Wait', 'Driver', 'Almost', 'One', 'Jam']",disappointed Sayasaya wait pick up driver instead pay wait almost one clock Malh Son  cost  mending  if  Ask  wait  pick up  blom  instead  told  pay  Langsing  Kasih  Supplers Problem Wait Driver Almost One Jam,negatif,-0.765
"['udah', 'nunggu', 'lama', 'malah', 'cancel', 'hadehh']","['already', 'wait', 'old', 'instead', 'cancel', 'hadehh']",already wait old instead cancel hadehh,negatif,-0.25
"['memuaskanlama', 'orderandan', 'gak', 'batalin', 'pilih', 'nya', 'mana', 'cuman', 'ubah', 'order', 'order', 'makan']","['satisfying the longs', 'orderandan', 'no', 'cancel', 'select', 'it', 'where', 'just', 'change', 'order', 'order', 'order', 'eating']",satisfying the longs orderandan no cancel select it where just change order order order eating,negatif,-0.0516
"['awal', 'dri', 'kastamer', 'nyoba', 'ikut', 'jdi', 'driver', 'simak', 'cakap', 'umum', 'area', 'bal', 'driver', 'nya', 'nyata', 'saling', 'makan', 'teman', 'sendiri', 'alias', 'ras', 'hina', 'sama', 'driver', 'maxim', 'sama', 'driver', 'kalian', 'laku', 'kastamer', 'tinggal', 'maxim', 'sendiri', 'lebih', 'baik', 'sama', 'pakai', 'jasa', 'aplikasi', 'klo', 'laku', 'driver', 'bal', 'sangat', 'minus', 'kalau', 'developer', 'percaya', 'silah', 'masuk', 'cakap', 'umum', 'area', 'balilihat', 'sendiri', 'etika', 'mes', 'drivernya']","['Beginning', 'Dri', 'Kastamer', 'Trying', 'joining', 'JDI', 'Driver', 'Say', 'Cappest', 'General', 'Area', 'Area', 'Bal', ','Drivers', '', 'real', 'each other', 'eating', 'friends',' alone ',' alias', 'race', 'despicable', 'same', 'driver', 'Maxim', 'Same', 'Driver', 'You', 'Laku', 'Kastamer', 'Stay', 'Maxim', 'Alone', 'More', 'Good', 'Same', 'Same', 'Use', ','Services', 'Applications',' KLO ',' Laku ',' Driver ',' Bal ',' Very ',' Minus', 'If', 'Developer', 'Believe', 'Silah', 'Enter', 'capable', 'general', 'area', 'ballihat', 'alone', 'ethics', 'mes', 'driver']",Beginning Dri Kastamer Trying joining JDI Driver Say Cappest General Area Area Bal Drivers  real each other eating friends alone  alias race despicable same driver Maxim Same Driver You Laku Kastamer Stay Maxim Alone More Good Same Same Use Services Applications KLO  Laku  Driver  Bal  Very  Minus If Developer Believe Silah Enter capable general area ballihat alone ethics mes driver,positif,0.5984
"['delivery', 'buat', 'auto', 'aja', 'min', 'kalo', 'udah', 'buat', 'auto', 'tak', 'ganti', 'b', 'biar', 'cepet', 'dapet', 'order', 'delivery', 'express', 'mu', 'gak', 'guna']","['Delivery', 'Create', 'Auto', 'Just', 'Min', 'If', 'Already', 'Create', 'Auto', 'No', 'Change', 'B', ','Let ',' hurry ',' Get ',' Order ',' Delivery ',' Express', 'Mu', 'No', 'Gun']",Delivery Create Auto Just Min If Already Create Auto No Change B Let  hurry  Get  Order  Delivery  Express Mu No Gun,negatif,-0.3818
"['aplikasi', 'scam', 'promosiin', 'mulu', 'saldo', 'gratis', 'tp', 'gapernah', 'pakai']","['application', 'scam', 'promotion', 'mouth', 'balance', 'free', 'but', 'never', 'use']",application scam promotion mouth balance free but never use,negatif,-0.0516
"['saldo', 'gak', 'masuk', 'aplikasi', 'gak', 'jelas', 'jelek', 'emang', 'paling', 'gampang', 'gojek', 'grab', 'baik']","['balance', 'no', 'enter', 'application', 'no', 'clear', 'ugly', 'really', 'most', 'easy', 'Gojek', 'Grab', ''Good']",balance no enter application no clear ugly really most easy Gojek Grab Good,positif,0.3119
"['pas', 'isi', 'e', 'wallet', 'maxim', 'tf', 'nya', 'udah', 'hasil', 'gk', 'masuk', 'mau', 'coba', 'hubung', 'maxim', 'apk', 'gk', 'respon', 'sekarang', 'kecewa', 'sih', 'jadi', 'no', 'recomend', 'buat', 'pembayarantop', 'up', 'e', 'wallet', 'maxim', 'gagal', 'terus', 'uang', 'nya', 'gk', 'tau', 'deh', 'aneh']","['right', 'fill', 'e', ​​'wallet', 'maxim', 'tf', 'tf', 'already', 'result', 'gk', 'enter', 'want', ','Try ',' Connect ',' Maxim ',' Apk ',' GK ',' Response ',' Now ',' Disappointed ',' Sih ',' So ',' No ',' Recommend ',' Create ', 'PayerAntop', 'Up', 'E', 'Wallet', 'Maxim', 'Fail', 'Fail', 'Continue', 'Money', 'The', 'GK', 'Know', 'Deh', '', ',', ','Strange']",right fill e ​​wallet maxim tf tf already result gk enter want Try  Connect  Maxim  Apk  GK  Response  Now  Disappointed  Sih  So  No  Recommend  Create  PayerAntop Up E Wallet Maxim Fail Fail Continue Money The GK Know Deh   Strange,negatif,-0.8381
"['aplikasi', 'bagus', 'jangan', 'bekerjasama', 'kaspro']","['application', 'good', 'don't', 'cooperate', 'kaspro']",application good dont cooperate kaspro,positif,0.4404
"['pertama', 'isi', 'saldo', 'maxim', 'wallet', 'lama', 'bgt', 'masuk', 'nya', 'hari', 'hari', 'abis', 'kirim', 'nya', 'ga', 'sesuai', 'saldo', 'nya', 'pas', 'top', 'up', 'top', 'up', 'masuk', 'sama', 'sekali', 'saldo', 'nya', 'sangat', 'muas']","['first', 'content', 'balance', 'maxim', 'wallet', 'old', 'bgt', 'enter', 'it', 'day', 'day', 'day', 'after', ','Send ',' ',' no ',' appropriate ',' balance ',' its', 'fit', 'top', 'up', 'top', 'up', 'enter', 'the same', 'once', 'balance', 'its', 'very', 'mauas']",first content balance maxim wallet old bgt enter it day day day after Send   no  appropriate  balance  its fit top up top up enter the same once balance its very mauas,positif,0.4404
"['aplikasi', 'jelek', 'mending', 'si', 'ijo', 'belah']","['application', 'ugly', 'mending', 'si', 'green', 'split']",application ugly mending si green split,negatif,-0.5106
"['susah', 'login']","['difficult', 'login']",difficult login,negatif,-0.3612
"['top', 'up', 'lama', 'masuk', 'ngisi', 'alamat', 'nama', 'jalan', 'susah']","['top', 'up', 'old', 'enter', 'filling', 'address', 'name', 'walk', 'difficult']",top up old enter filling address name walk difficult,negatif,-0.1779
"['maps', 'nya', 'ga', 'jelas', 'cape', 'nyari', 'nyari', 'alamat', 'ga', 'ketemu', 'ktemu']","['maps', 'it', 'no', 'explained', 'tired', 'looking for', 'looking', 'address', 'no', 'meet', 'found']",maps it no explained tired looking for looking address no meet found,negatif,-0.743
"['mohon', 'bantu', 'kirim', 'kode', 'otp', 'nya', 'nomor', 'telepon', 'sukses', 'selalu', 'utk', 'maxim', 'tks']","['please', 'help', 'send', 'code', 'OTP', 'the', 'number', 'telephone', 'success', 'success', 'always', 'for', 'Maxim', ','TKS ']",please help send code OTP the number telephone success success always for Maxim TKS ,positif,0.9136
"['hancur', 'tak', 'pihak', 'driver']","['broken', 'no', 'party', 'driver']",broken no party driver,negatif,-0.3818
"['mau', 'masuk', 'maxim', 'gk', 'kode', 'padahal', 'nomor', 'benarrgak', 'aplikasi']","['want', 'enter', 'Maxim', 'GK', 'Code', 'Code', 'even though', 'Number', 'True', 'Application']",want enter Maxim GK Code Code even though Number True Application,positif,0.5267
"['alam', 'pesan', 'maxim', 'bbrpa', 'kali', 'karna', 'harga', 'lebih', 'murah', 'dr', 'apk', 'ojol', 'tp', 'layan', 'driver', 'sangat', 'sangat', 'burukk', 'sopanntdk', 'pesan', 'maxim', 'lebih', 'baik', 'bayar', 'mahal', 'kualitas', 'bagus']","['nature', 'message', 'Maxim', 'some times', 'times', 'because', 'price', 'more', 'cheap', 'Dr.', 'apk', 'ojol', ','TP ',' Layan ',' Driver ',' Very ',' Very ',' Bad ',' PoliteNTDK ',' Message ',' Maxim ',' More ',' Good ',' Pay ',' Expensive ', 'quality', 'good']",nature message Maxim some times times because price more cheap Dr. apk ojol TP  Layan  Driver  Very  Very  Bad  PoliteNTDK  Message  Maxim  More  Good  Pay  Expensive  quality good,positif,0.0883
"['gimana', 'sih', 'mau', 'log', 'in', 'susah', 'bangett', 'nomer', 'kode', 'nya', 'ga', 'kirim', 'kirim', 'kalo', 'udah', 'butut', 'tutup', 'aja', 'apk', 'nya']","['how', 'anyway', 'want', 'log', 'in', 'difficult', 'really', 'number', 'code', '', 'no', 'send', ','Send ',' if ',' already ',' worn ',' closed ',' just ',' apk ',' it ']",how anyway want log in difficult really number code  no send Send  if  already  worn  closed  just  apk  it ,negatif,-0.6452
