content,tokenized_text,processed_text,translated_text,vader_sentiment
"Tarif di aplikasi customer sama driver beda, agak sulit bagi kami perjalanannya harus ada pelaporan dana. Driver suka nambahin tarif dengan alasan ngaret, padahal ngaretnya karna naikin penumpang, Kalau driver ngaret, tidak ada notif sama sekali, 🙏🏻 Suka ganti driver sendiri! Mana semuanya datang lagi. Padahal kita ga ada ganti driver.","['tarif', 'di', 'aplikasi', 'customer', 'sama', 'driver', 'beda', 'agak', 'sulit', 'bagi', 'kami', 'perjalanannya', 'harus', 'ada', 'pelaporan', 'dana', 'driver', 'suka', 'nambahin', 'tarif', 'dengan', 'alasan', 'ngaret', 'padahal', 'ngaretnya', 'karna', 'naikin', 'penumpang', 'kalau', 'driver', 'ngaret', 'tidak', 'ada', 'notif', 'sama', 'sekali', 'suka', 'ganti', 'driver', 'sendiri', 'mana', 'semuanya', 'datang', 'lagi', 'padahal', 'kita', 'ga', 'ada', 'ganti', 'driver']","['tarif', 'aplikasi', 'customer', 'sama', 'driver', 'beda', 'sulit', 'jalan', 'lapor', 'dana', 'driver', 'suka', 'nambahin', 'tarif', 'alas', 'ngaret', 'padahal', 'ngaretnya', 'karna', 'naikin', 'tumpang', 'kalau', 'driver', 'ngaret', 'notif', 'sama', 'sekali', 'suka', 'ganti', 'driver', 'sendiri', 'mana', 'semua', 'datang', 'padahal', 'ga', 'ganti', 'driver']","['tariffs',' applications', 'customers',' same ',' driver ',' Different ',' Different ',' Difficult ',' Way ',' Report ',' Dana ',' Dana ', Driver', 'Like', ','Added ',' Rates', 'Alas',' Ngaret ',' Even though ',' Ngaretnya ',' Karna ',' Raise ',' Takes', 'If', 'Driver', 'Ngaret', 'Notif', 'same', 'once', 'like', 'change', 'driver', 'alone', 'where', 'all', 'come', 'even though', 'no', 'Change', ''Driver ']",negatif
Aplikasi aneh banget gue kalo mesen sering dikasi driver yg jauh banget buat jemput gue padahal gue order ke tempat yg deket aja. Kasian drivernya jauh² pickup penumpang tapi argonya murah jelek lah pokonya ini aplikasi,"['aplikasi', 'aneh', 'banget', 'gue', 'kalo', 'mesen', 'sering', 'dikasi', 'driver', 'yg', 'jauh', 'banget', 'buat', 'jemput', 'gue', 'padahal', 'gue', 'order', 'ke', 'tempat', 'yg', 'deket', 'aja', 'kasian', 'drivernya', 'jauh', 'pickup', 'penumpang', 'tapi', 'argonya', 'murah', 'jelek', 'lah', 'pokonya', 'ini', 'aplikasi']","['aplikasi', 'aneh', 'banget', 'gue', 'kalo', 'mesen', 'sering', 'kasi', 'driver', 'yg', 'jauh', 'banget', 'buat', 'jemput', 'gue', 'padahal', 'gue', 'order', 'tempat', 'yg', 'deket', 'aja', 'kasi', 'drivernya', 'jauh', 'pickup', 'tumpang', 'argonya', 'murah', 'jelek', 'lah', 'poko', 'aplikasi']","['application', 'weird', 'really', 'I', 'if', 'mesen', 'often', 'Kasi', 'Driver', 'Yang', 'far', 'really', ','For ',' pick up ',' I ',' even though ',' I ',' Order ',' Place ',' Yang ',' close ',' just ',' Kasi ',' Driver ',' Far ', 'pickup', 'overlapping', 'argo', 'cheap', 'ugly', 'lah', 'poko', 'application']",
Kalo customer cancel dan minta ganti driver tolonglah di terima bukannya malah di kasih orang itu mulu,"['kalo', 'customer', 'cancel', 'dan', 'minta', 'ganti', 'driver', 'tolonglah', 'di', 'terima', 'bukannya', 'malah', 'di', 'kasih', 'orang', 'itu', 'mulu']","['kalo', 'customer', 'cancel', 'minta', 'ganti', 'driver', 'tolong', 'terima', 'bukan', 'malah', 'kasih', 'orang', 'mulu']","['If', 'Customer', 'Cancel', 'Ask', 'Change', 'Driver', 'Please', 'Accept', 'Not', 'In fact', 'Love', 'People', '', 'Mulu ']",
200k SCAMMMMMMMMMMMMMMMMMM SALDO GABISA DI PAKE SCAM SCAM,"['k', 'scammmmmmmmmmmmmmmmmm', 'saldo', 'gabisa', 'di', 'pake', 'scam', 'scam']","['k', 'scammmmmmmmmmmmmmmmmm', 'saldo', 'gabisa', 'pake', 'scam', 'scam']","['k', 'scammmmmmmmmmmmmmmmmmmmm', 'balance', 'can't', 'use', 'scam', 'scam']",
200k scammmmmmmm,"['k', 'scammmmmmmm']","['k', 'scammmmmmmm']","['k', 'scammmmmmmm']",
Login susah lebih dr 3x malah ga bisa. Aplikasi ga bagus log in aja dipersulit. Mendingan si ijo dr pda ini,"['login', 'susah', 'lebih', 'dr', 'x', 'malah', 'ga', 'bisa', 'aplikasi', 'ga', 'bagus', 'log', 'in', 'aja', 'dipersulit', 'mendingan', 'si', 'ijo', 'dr', 'pda', 'ini']","['login', 'susah', 'lebih', 'dr', 'x', 'malah', 'ga', 'aplikasi', 'ga', 'bagus', 'log', 'in', 'aja', 'sulit', 'mending', 'si', 'ijo', 'dr', 'pda']","['login', 'already', 'more', 'from', 'x', 'instead', 'no', 'application', 'no', 'can', 'log', 'in', 'Just ',' Difficult ',' Mending ',' Si ',' Ijo ',' Dr. ',' PDA ']",negatif
"Dari 10 driver Maxim hanya 2 yg baik yg lain nya driver sombong nolak nolak customer, bukan sekali 2 kali d tolak klo niat GK kerja gak usah online hanya karna jarak yg Deket padahal urgent hanya karna ongkos yg murah padahal klo kasih ongkos selalu q lebihin bikin kecewa .","['dari', 'driver', 'maxim', 'hanya', 'yg', 'baik', 'yg', 'lain', 'nya', 'driver', 'sombong', 'nolak', 'nolak', 'customer', 'bukan', 'sekali', 'kali', 'd', 'tolak', 'klo', 'niat', 'gk', 'kerja', 'gak', 'usah', 'online', 'hanya', 'karna', 'jarak', 'yg', 'deket', 'padahal', 'urgent', 'hanya', 'karna', 'ongkos', 'yg', 'murah', 'padahal', 'klo', 'kasih', 'ongkos', 'selalu', 'q', 'lebihin', 'bikin', 'kecewa']","['driver', 'maxim', 'yg', 'baik', 'yg', 'nya', 'driver', 'sombong', 'nolak', 'nolak', 'customer', 'bukan', 'sekali', 'kali', 'd', 'tolak', 'klo', 'niat', 'gk', 'kerja', 'gak', 'usah', 'online', 'karna', 'jarak', 'yg', 'deket', 'padahal', 'urgent', 'karna', 'ongkos', 'yg', 'murah', 'padahal', 'klo', 'kasih', 'ongkos', 'selalu', 'q', 'lebihin', 'bikin', 'kecewa']","['Driver', 'Maxim', 'Yang', 'Good', 'Yang', 'His',' Driver ',' Arrogant ',' Refusing ',' Refusing ',' Customer ',' Not ',' Not ','Once ',' times', 'D', 'Reject', 'KLO', 'Intention', 'GK', 'Work', 'No', 'Tust', 'Online', 'Karna', 'Distance', 'YG', 'close', 'even though', 'urgent', 'because', 'cost', 'which', 'cheap', 'even though', 'if', 'love', 'cost', ''Always', 'Q', 'More on', 'Make', 'Disappointed']",negatif
"Tiap hari menerima driver baru banyak ,kalau saya yang jadi mentri perhubungan sudah saya sepak kau aplikasi kejam sadis tidak memikirkan nasib driver ..pendaftaran di buka teris sampai hari kiamat !!!@","['tiap', 'hari', 'menerima', 'driver', 'baru', 'banyak', 'kalau', 'saya', 'yang', 'jadi', 'mentri', 'perhubungan', 'sudah', 'saya', 'sepak', 'kau', 'aplikasi', 'kejam', 'sadis', 'tidak', 'memikirkan', 'nasib', 'driver', 'pendaftaran', 'di', 'buka', 'teris', 'sampai', 'hari', 'kiamat']","['tiap', 'hari', 'terima', 'driver', 'baru', 'banyak', 'kalau', 'jadi', 'tri', 'hubung', 'sepak', 'kau', 'aplikasi', 'kejam', 'sadis', 'pikir', 'nasib', 'driver', 'daftar', 'buka', 'ter', 'hari', 'kiamat']","['every', 'day', 'accept', 'driver', 'new', 'many', 'if', 'So', 'Tri', 'Connect', 'Football', 'You', ''Applications', 'cruel', 'sadistic', 'thought', 'fate', 'driver', 'list', 'open', 'ter', 'day', 'doomsday']",
"Saya udah transfer kaspro 30ribu kenapa belum masuk woy , tolong dong kembalikan uangnya !!!!! Apa perlu saya up ke medsos","['saya', 'udah', 'transfer', 'kaspro', 'ribu', 'kenapa', 'belum', 'masuk', 'woy', 'tolong', 'dong', 'kembalikan', 'uangnya', 'apa', 'perlu', 'saya', 'up', 'ke', 'medsos']","['udah', 'transfer', 'kaspro', 'ribu', 'masuk', 'woy', 'dong', 'kembali', 'uang', 'apa', 'perlu', 'up', 'medsos']","['already', 'transfer', 'kaspro', 'thousand', 'enter', 'woy', 'dong', 'back', 'money', 'what', 'need', 'up', ','social media ']",
Saya tidak bisa login dan kode otp tdk terkirim baik melalui sms memang ditlp tpi cs membisu tdk ksi kode otp sehingga sy tdk bisa login. Saya kirain tidak ada pulsa maka tdk dikrim kode otp u/msk sms kode otp tahunya memang tidak bisa msk itu kode otp dan ditlp mlah tdk ada bicra apa itu CS Maxim.,"['saya', 'tidak', 'bisa', 'login', 'dan', 'kode', 'otp', 'tdk', 'terkirim', 'baik', 'melalui', 'sms', 'memang', 'ditlp', 'tpi', 'cs', 'membisu', 'tdk', 'ksi', 'kode', 'otp', 'sehingga', 'sy', 'tdk', 'bisa', 'login', 'saya', 'kirain', 'tidak', 'ada', 'pulsa', 'maka', 'tdk', 'dikrim', 'kode', 'otp', 'umsk', 'sms', 'kode', 'otp', 'tahunya', 'memang', 'tidak', 'bisa', 'msk', 'itu', 'kode', 'otp', 'dan', 'ditlp', 'mlah', 'tdk', 'ada', 'bicra', 'apa', 'itu', 'cs', 'maxim']","['login', 'kode', 'otp', 'tdk', 'kirim', 'baik', 'lalu', 'sms', 'memang', 'ditlp', 'tpi', 'cs', 'bisu', 'tdk', 'ksi', 'kode', 'otp', 'sy', 'tdk', 'login', 'kirain', 'pulsa', 'tdk', 'krim', 'kode', 'otp', 'umsk', 'sms', 'kode', 'otp', 'tahu', 'memang', 'msk', 'kode', 'otp', 'ditlp', 'mlah', 'tdk', 'bicra', 'apa', 'cs', 'maxim']","['login', 'code', 'OTP', 'no', 'send', 'good', 'then', 'SMS', 'indeed', 'Ditlp', 'TPI', 'CS', ','Mute ',' No ',' Ksi ',' Code ',' OTP ',' Sy ',' No ',' Login ',' Kirain ',' Credit ',' No ',' Cream ',' Code ', 'OTP', 'UMSK', 'SMS', 'Code', 'OTP', 'Know', 'Indeed', 'MSK', 'Code', 'OTP', 'Ditlp', 'Mlah', ','No ',' Bicra ',' what ',' cs', 'maxim']",negatif
"agak kapok/takut buat pesan maxim lagi, dapet pengalaman yang bawa motornya ugal - ugalan parah, dia ga mikir sama sekali kalo dia bawa nyawa penumpang dan bawa nama yaitu maxim, gara gara satu org ini bisa jelek nama maxim. udah laporin ke pihak maxim tapi belum ada tanggapan. terima kasih untuk tidak pakai maxim lagi, akan terus terkenang kejadian ini, akan lebih baik lagi saya uninstal.","['agak', 'kapoktakut', 'buat', 'pesan', 'maxim', 'lagi', 'dapet', 'pengalaman', 'yang', 'bawa', 'motornya', 'ugal', 'ugalan', 'parah', 'dia', 'ga', 'mikir', 'sama', 'sekali', 'kalo', 'dia', 'bawa', 'nyawa', 'penumpang', 'dan', 'bawa', 'nama', 'yaitu', 'maxim', 'gara', 'gara', 'satu', 'org', 'ini', 'bisa', 'jelek', 'nama', 'maxim', 'udah', 'laporin', 'ke', 'pihak', 'maxim', 'tapi', 'belum', 'ada', 'tanggapan', 'terima', 'kasih', 'untuk', 'tidak', 'pakai', 'maxim', 'lagi', 'akan', 'terus', 'terkenang', 'kejadian', 'ini', 'akan', 'lebih', 'baik', 'lagi', 'saya', 'uninstal']","['kapoktakut', 'buat', 'pesan', 'maxim', 'dapet', 'alam', 'bawa', 'motor', 'ugal', 'ugalan', 'parah', 'ga', 'mikir', 'sama', 'sekali', 'kalo', 'bawa', 'nyawa', 'tumpang', 'bawa', 'nama', 'maxim', 'gara', 'gara', 'satu', 'org', 'jelek', 'nama', 'maxim', 'udah', 'laporin', 'pihak', 'maxim', 'tanggap', 'terima', 'kasih', 'pakai', 'maxim', 'terus', 'kenang', 'jadi', 'lebih', 'baik', 'uninstal']","['Kapoktakut', 'Create', 'Message', 'Maxim', 'Get', 'Nature', 'Bring', 'Motor', 'Motor', 'Ugal', 'Ugal', 'reckonial', 'worse', 'Ga', '', ','Think ',' the same ',' once ',' if ',' bring ',' life ',' overlapping ',' bring ',' name ',' Maxim ',' Gara ',' Gara ',' One ',' One ', 'org', 'ugly', 'name', 'maxim', 'already', 'reported', 'party', 'maxim', 'responsive', 'accept', 'love', 'use', ','Maxim ',' continue ',' recall ',' so ',' more ',' good ',' uninstal ']",positif
"Tolong dong driver atas nama Muhammad Taufik Hidayat suru TF balik uang saya dibawa kabur SM dia , bukan masalah nominal tp kejujuran nya pakkkk , dia blg mau TF balik tp wa saya di blokir sama dia tolongg dong pihakkkk Maxim kondisikan drivernya!!!! Hati2 sama plat nomornya B3848 PNE","['tolong', 'dong', 'driver', 'atas', 'nama', 'muhammad', 'taufik', 'hidayat', 'suru', 'tf', 'balik', 'uang', 'saya', 'dibawa', 'kabur', 'sm', 'dia', 'bukan', 'masalah', 'nominal', 'tp', 'kejujuran', 'nya', 'pakkkk', 'dia', 'blg', 'mau', 'tf', 'balik', 'tp', 'wa', 'saya', 'di', 'blokir', 'sama', 'dia', 'tolongg', 'dong', 'pihakkkk', 'maxim', 'kondisikan', 'drivernya', 'hati', 'sama', 'plat', 'nomornya', 'b', 'pne']","['dong', 'driver', 'atas', 'nama', 'muhammad', 'taufik', 'hidayat', 'suru', 'tf', 'balik', 'uang', 'bawa', 'kabur', 'sm', 'bukan', 'masalah', 'nominal', 'tp', 'jujur', 'nya', 'pakkkk', 'blg', 'mau', 'tf', 'balik', 'tp', 'wa', 'blokir', 'sama', 'tolongg', 'dong', 'pihakkkk', 'maxim', 'kondisi', 'drivernya', 'hati', 'sama', 'plat', 'nomor', 'b', 'pne']","['Dong', 'Driver', 'Top', 'Name', 'Muhammad', 'Taufik', 'Hidayat', 'Suru', 'TF', 'Back', 'Money', 'Bring', ','Running ',' SM ',' not ',' Problems', 'Nominal', 'TP', 'Honest', 'His',' Pakkkk ',' Blg ',' Want ',' Tf ',' Back ', 'TP', 'Wa', 'Block', 'Same', 'Please', 'Dong', 'KKK Party', 'Maxim', 'Condition', 'Driver', 'Heart', 'Same', ','Plates', 'number', 'B', 'Pne']",positif
lambat,['lambat'],['lambat'],['slow'],
"Ap L1 k4 si t4 i. k4 U kalo ber sai ng, ya n9 se h4t do n9 b4 b1. 3ny 4h k4 U d4 r1 in d0n 3si4. 4p l1ka si b4 b1.","['ap', 'l', 'k', 'si', 't', 'i', 'k', 'u', 'kalo', 'ber', 'sai', 'ng', 'ya', 'n', 'se', 'ht', 'do', 'n', 'b', 'b', 'ny', 'h', 'k', 'u', 'd', 'r', 'in', 'dn', 'si', 'p', 'lka', 'si', 'b', 'b']","['ap', 'l', 'k', 'si', 't', 'i', 'k', 'u', 'kalo', 'ber', 'sai', 'ng', 'n', 'se', 'ht', 'do', 'n', 'b', 'b', 'ny', 'h', 'k', 'u', 'd', 'r', 'in', 'dn', 'si', 'p', 'lka', 'si', 'b', 'b']","['ap', 'l', 'k', 'Si', 'T', 'I', 'K', 'U', 'If', 'Ber', 'Sai', 'Ng', ''N ',' SE ',' HT ',' Do ',' N ',' B ',' B ',' Ny ',' H ',' K ',' U ',' D ',' R ', 'In', 'Dn', 'Si', 'P', 'LKA', 'Si', 'B', 'B']",
Ajarin pengemudi lo dengan kata yang sopan!,"['ajarin', 'pengemudi', 'lo', 'dengan', 'kata', 'yang', 'sopan']","['ajarin', 'kemudi', 'lo', 'kata', 'sopan']","['teach', 'steering', 'lo', 'said', 'polite']",
Pindah ke indriver aja lah... lebih enak,"['pindah', 'ke', 'indriver', 'aja', 'lah', 'lebih', 'enak']","['pindah', 'indriver', 'aja', 'lah', 'lebih', 'enak']","['move', 'indriver', 'just', 'lah', 'more', 'delicious']",
Hoaxx dapet bonus tapi gabisa di pake hoaxxx,"['hoaxx', 'dapet', 'bonus', 'tapi', 'gabisa', 'di', 'pake', 'hoaxxx']","['hoaxx', 'dapet', 'bonus', 'gabisa', 'pake', 'hoaxxx']","['hoaxx', 'get', 'bonus', 'can't', 'use', 'hoaxxx']",
scam penipu,"['scam', 'penipu']","['scam', 'tipu']","['scam', 'trick']",
Kalo gk bisa pake nomor minimal pake google geh,"['kalo', 'gk', 'bisa', 'pake', 'nomor', 'minimal', 'pake', 'google', 'geh']","['kalo', 'gk', 'pake', 'nomor', 'minimal', 'pake', 'google', 'geh']","['If', 'not', 'use', 'number', 'minimal', 'use', 'google', 'geh']",
"Sangat"" mengecewakan, Driver banyak betingkah, Kalo gak mau narik baik di off kan aplikasi nya, alasan lagi makan, pecah ban, bilang otw tapi di aplikasi tidak bergerak, sangat"" kurang ajar .. Itu bukan sekali dua kali, Aku sekalipun gak pernh kasih ongkos pass, pasti lebih... Paraahhhh!!!","['sangat', 'mengecewakan', 'driver', 'banyak', 'betingkah', 'kalo', 'gak', 'mau', 'narik', 'baik', 'di', 'off', 'kan', 'aplikasi', 'nya', 'alasan', 'lagi', 'makan', 'pecah', 'ban', 'bilang', 'otw', 'tapi', 'di', 'aplikasi', 'tidak', 'bergerak', 'sangat', 'kurang', 'ajar', 'itu', 'bukan', 'sekali', 'dua', 'kali', 'aku', 'sekalipun', 'gak', 'pernh', 'kasih', 'ongkos', 'pass', 'pasti', 'lebih', 'paraahhhh']","['sangat', 'kecewa', 'driver', 'banyak', 'beting', 'kalo', 'gak', 'mau', 'narik', 'baik', 'off', 'kan', 'aplikasi', 'nya', 'alas', 'makan', 'pecah', 'ban', 'bilang', 'otw', 'aplikasi', 'gerak', 'sangat', 'kurang', 'ajar', 'bukan', 'sekali', 'kali', 'aku', 'sekalipun', 'gak', 'pernh', 'kasih', 'ongkos', 'pass', 'lebih', 'paraahhhh']","['Very', 'Disappointed', 'Driver', 'Lots', 'Beting', 'If', 'No', 'Want', 'Breaking', 'Good', 'Off', 'right', ''Applications ',' 'Alas', 'Alas', 'Eat', 'Broken', 'Tire', 'Tire', 'Say', 'Otw', 'Applications', 'Motion', 'Motion', 'Very', 'Lack', 'Teach', 'Teach', 'not', 'once', 'times', 'me', 'even though', 'no', 'pernh', 'love', 'cost', 'pass', 'more', 'paraahhhh']",
"Maxim memang bagus. Tapi ketika pesan disana misal tertulis 5 menit sampai. Ditunggu sampai 5 menit Gak maju2 kendaraannya, kesel saya sering begitu. Dan akhirnya nunggu lama lbih dari 5 mnit. Ketikasudah dibatalkan malah datang.","['maxim', 'memang', 'bagus', 'tapi', 'ketika', 'pesan', 'disana', 'misal', 'tertulis', 'menit', 'sampai', 'ditunggu', 'sampai', 'menit', 'gak', 'maju', 'kendaraannya', 'kesel', 'saya', 'sering', 'begitu', 'dan', 'akhirnya', 'nunggu', 'lama', 'lbih', 'dari', 'mnit', 'ketikasudah', 'dibatalkan', 'malah', 'datang']","['maxim', 'memang', 'bagus', 'pesan', 'sana', 'misal', 'tulis', 'menit', 'tunggu', 'menit', 'gak', 'maju', 'kendara', 'kesel', 'sering', 'akhir', 'nunggu', 'lama', 'lbih', 'mnit', 'ketikasudah', 'batal', 'malah', 'datang']","['Maxim', 'indeed', 'good', 'message', 'there', 'for example', 'write', 'minutes', 'wait', 'minutes', 'no', 'forward', ''Kendara ',' Upset ',' often ',' end ',' waiting for ',' old ',' more and more ',' mnit ',' tyrannical ',' canceled ',' instead ',' coming ']",negatif
Peta tida muncul..... Yg muncul cuma garis kotak......,"['peta', 'tida', 'muncul', 'yg', 'muncul', 'cuma', 'garis', 'kotak']","['peta', 'tida', 'muncul', 'yg', 'muncul', 'cuma', 'garis', 'kotak']","['map', 'no', 'appeared', 'which', 'appeared', 'just', 'line', 'box']",
"Aneh saya jadi gak bisa login,aplikasi apa ini","['aneh', 'saya', 'jadi', 'gak', 'bisa', 'loginaplikasi', 'apa', 'ini']","['aneh', 'jadi', 'gak', 'loginaplikasi', 'apa']","['strange', 'so', 'no', 'login application', 'what']",
Maxim bodoh sumpah. Harga kok berubah rubah terus. Tolol emang. Ganggu aktifitas orang,"['maxim', 'bodoh', 'sumpah', 'harga', 'kok', 'berubah', 'rubah', 'terus', 'tolol', 'emang', 'ganggu', 'aktifitas', 'orang']","['maxim', 'bodoh', 'sumpah', 'harga', 'kok', 'ubah', 'rubah', 'terus', 'tolol', 'emang', 'ganggu', 'aktifitas', 'orang']","['Maxim', 'stupid', 'oath', 'price', 'really', 'change', 'change', 'continue', 'stupid', 'indeed', 'disturb', 'activity', ''person']",
sadar diri lah penumpang pesan car . udah ac 10.500 kasih nya uang pas kadang 10rb pas parah. gk ngotak harganya,"['sadar', 'diri', 'lah', 'penumpang', 'pesan', 'car', 'udah', 'ac', 'kasih', 'nya', 'uang', 'pas', 'kadang', 'rb', 'pas', 'parah', 'gk', 'ngotak', 'harganya']","['sadar', 'diri', 'lah', 'tumpang', 'pesan', 'car', 'udah', 'ac', 'kasih', 'nya', 'uang', 'pas', 'kadang', 'rb', 'pas', 'parah', 'gk', 'ngotak', 'harga']","['realize', 'self', 'lah', 'overlapping', 'message', 'car', 'already', 'ac', 'love', 'his', money', 'right', ''Sometimes', 'RB', 'fitting', 'severe', 'gk', 'ngotak', 'price']",
"Tidak berguna alamat lokasi tidak lengkap, susah buat nyari kantor nya ataupun perusahaan, map nya juga suka ga keluar alias gelap, pokonya ga banget deh iwww","['tidak', 'berguna', 'alamat', 'lokasi', 'tidak', 'lengkap', 'susah', 'buat', 'nyari', 'kantor', 'nya', 'ataupun', 'perusahaan', 'map', 'nya', 'juga', 'suka', 'ga', 'keluar', 'alias', 'gelap', 'pokonya', 'ga', 'banget', 'deh', 'iwww']","['guna', 'alamat', 'lokasi', 'lengkap', 'susah', 'buat', 'nyari', 'kantor', 'nya', 'atau', 'usaha', 'map', 'nya', 'suka', 'ga', 'keluar', 'alias', 'gelap', 'poko', 'ga', 'banget', 'deh', 'iwww']","['use', 'address', 'location', 'complete', 'difficult', 'make', 'find', 'office', 'it', 'or', 'business', 'map', ''',' like ',' no ',' out ',' aka ',' dark ',' poko ',' no ',' really ',' deh ',' iwww ']",negatif
"SAYA SBG PENUMPANG KECEWA SEKALI DGN TAXI MAXIM YG KATANYA BISA BYR LWT NON-TUNAI (MAXIM WALLET) MALAH PENGEMUDINYA GATAU CARA TARIK TUNAI DAN GA TERIMA KAMI BAYAR NON TUNAI DIKIRA KAMI YG NIPU. KRN GAMAU RIBUT, AKHIRNYA SY BAYAR 2X BOSS. TOLONG UNTUNG YG MAU DAFTAR MAXIM JD PENGEMUDI DI SELEKSI BENER2 ORG YG KUDET TEKNOLOGI ATAU MMG APLIKASI WALLET MAXIMNYA YG SUSAH BUAT TARIK TUNAI!!!! MAU COMPLAIN DISURUH DTG KE KANTORNYA, WAH MALAH RIBUT NTR DISANA, TIDAK MENERIMA COMPLAIN LWT SOSMED KATANYA","['saya', 'sbg', 'penumpang', 'kecewa', 'sekali', 'dgn', 'taxi', 'maxim', 'yg', 'katanya', 'bisa', 'byr', 'lwt', 'nontunai', 'maxim', 'wallet', 'malah', 'pengemudinya', 'gatau', 'cara', 'tarik', 'tunai', 'dan', 'ga', 'terima', 'kami', 'bayar', 'non', 'tunai', 'dikira', 'kami', 'yg', 'nipu', 'krn', 'gamau', 'ribut', 'akhirnya', 'sy', 'bayar', 'x', 'boss', 'tolong', 'untung', 'yg', 'mau', 'daftar', 'maxim', 'jd', 'pengemudi', 'di', 'seleksi', 'bener', 'org', 'yg', 'kudet', 'teknologi', 'atau', 'mmg', 'aplikasi', 'wallet', 'maximnya', 'yg', 'susah', 'buat', 'tarik', 'tunai', 'mau', 'complain', 'disuruh', 'dtg', 'ke', 'kantornya', 'wah', 'malah', 'ribut', 'ntr', 'disana', 'tidak', 'menerima', 'complain', 'lwt', 'sosmed', 'katanya']","['sbg', 'tumpang', 'kecewa', 'sekali', 'dgn', 'taxi', 'maxim', 'yg', 'kata', 'byr', 'lwt', 'nontunai', 'maxim', 'wallet', 'malah', 'mud', 'gatau', 'cara', 'tarik', 'tunai', 'ga', 'terima', 'bayar', 'non', 'tunai', 'kira', 'yg', 'nipu', 'krn', 'gamau', 'ribut', 'akhir', 'sy', 'bayar', 'x', 'boss', 'untung', 'yg', 'mau', 'daftar', 'maxim', 'jd', 'kemudi', 'seleksi', 'bener', 'org', 'yg', 'kudet', 'teknologi', 'mmg', 'aplikasi', 'wallet', 'maximnya', 'yg', 'susah', 'buat', 'tarik', 'tunai', 'mau', 'complain', 'suruh', 'dtg', 'kantor', 'wah', 'malah', 'ribut', 'ntr', 'sana', 'terima', 'complain', 'lwt', 'sosmed', 'kata']","['as', 'overlapping', 'disappointed', 'once', 'with', 'taxi', 'maxim', 'that', 'said', 'Byr', 'lwt', 'non -cash', ','Maxim ',' wallet ',' instead ',' mud ',' gatau ',' way ',' pull ',' cash ',' no ',' accept ',' pay ',' non ',' cash ', 'Kira', 'YG', 'Fall', 'Because', 'Gamau', 'Noisy', 'End', 'Sy', 'Pay', 'X', 'Boss', 'Untah', ','which ',' want ',' list ',' maxim ',' jd ',' steering ',' selection ',' right ',' org ',' YG ',' Kudet ',' Kudet ',' Technology ',' Technology ',' MMG ', 'Applications', 'Wallet', 'Maximnya', 'Yang', 'Difficult', 'Create', 'Pull', 'Cash', 'Want', 'Complain', 'Tell', 'Dtg', ','The office ',' wow ',' instead ',' noisy ',' ntr ',' there ',' accept ',' complain ',' lwt ',' social media ',' said ']",positif
"Driver tidak sopan,memaki maki dengan kata kotor.sangat menyesal menggunakan aplikasi ini.","['driver', 'tidak', 'sopanmemaki', 'maki', 'dengan', 'kata', 'kotorsangat', 'menyesal', 'menggunakan', 'aplikasi', 'ini']","['driver', 'sopanmemaki', 'maki', 'kata', 'kotorsangat', 'sesal', 'guna', 'aplikasi']","['Driver', 'politely man', 'maki', 'said', 'very dirty', 'regret', 'use', 'application']",
